front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why can dropping a tombstone too early resurrect deleted data?	An older value may still exist in a lower-level table; removing the tombstone before that value is eliminated makes the old value visible again.	CONCEPT	An older value may still exist in a lower-level table; removing the tombstone before that value is eliminated makes the old value visible again.	NORMALIZED_SPACING	The marker must outlive hidden copies.	LSM Updates	75
What is compaction?	The background process that merges immutable tables, resolves versions and tombstones, and writes new consolidated tables.	RECALL	The background process that merges immutable tables, resolves versions and tombstones, and writes new consolidated tables.	CASE_INSENSITIVE	Maintenance turns many files into fewer files.	Compaction	45
Why is compaction required in a multicomponent LSM tree?	Without it, table count and read amplification grow continuously and obsolete versions consume space indefinitely.	CONCEPT	Without it, table count and read amplification grow continuously and obsolete versions consume space indefinitely.	NORMALIZED_SPACING	Foreground write efficiency creates accumulating debt.	Compaction	75
What correctness rule applies when publishing compaction output?	Old input tables must remain readable until the complete replacement is durable and atomically added to the active table view.	CONCEPT	Old input tables must remain readable until the complete replacement is durable and atomically added to the active table view.	NORMALIZED_SPACING	Readers must see old or new, never half-built.	Compaction	75
Why must two concurrent compactions avoid independently consuming the same input table?	They could produce conflicting replacements, discard data incorrectly, or corrupt the table-view transition.	CONCEPT	They could produce conflicting replacements, discard data incorrectly, or corrupt the table-view transition.	NORMALIZED_SPACING	Coordinate ownership of maintenance inputs.	Compaction	75
What is size-tiered compaction optimized for?	It groups similarly sized tables, generally favoring write throughput but potentially leaving more overlapping data for reads.	CONCEPT	It groups similarly sized tables, generally favoring write throughput but potentially leaving more overlapping data for reads.	NORMALIZED_SPACING	Merge peers by size.	Compaction	75
What is leveled compaction optimized for?	It limits overlap within levels to improve predictable reads and space usage, usually at the cost of more rewriting.	CONCEPT	It limits overlap within levels to improve predictable reads and space usage, usually at the cost of more rewriting.	NORMALIZED_SPACING	Better reads, higher write amplification.	Compaction	75
Why can compaction cause latency spikes?	It consumes disk bandwidth, CPU, cache capacity, and I/O queues alongside foreground traffic.	CONCEPT	It consumes disk bandwidth, CPU, cache capacity, and I/O queues alongside foreground traffic.	NORMALIZED_SPACING	Background work competes with user work.	Compaction	75
What is write amplification?	The ratio between bytes physically written by the storage stack and bytes written by the application.	RECALL	The ratio between bytes physically written by the storage stack and bytes written by the application.	CASE_INSENSITIVE	One logical write may be rewritten many times.	Storage Amplification	45
What is read amplification?	The extra components, blocks, or indirections consulted to satisfy one logical read.	RECALL	The extra components, blocks, or indirections consulted to satisfy one logical read.	CASE_INSENSITIVE	Count the work beyond the requested record.	Storage Amplification	45
What is space amplification?	The additional physical storage used beyond the current logical dataset because of obsolete versions, metadata, and layout overhead.	RECALL	The additional physical storage used beyond the current logical dataset because of obsolete versions, metadata, and layout overhead.	CASE_INSENSITIVE	Logical size versus actual footprint.	Storage Amplification	45
How does the RUM trade-off guide storage design?	A structure cannot simultaneously minimize read cost, update cost, and memory overhead; improving one dimension usually taxes another.	CONCEPT	A structure cannot simultaneously minimize read cost, update cost, and memory overhead; improving one dimension usually taxes another.	NORMALIZED_SPACING	Read, Update, Memory.	Storage Trade-offs	75
Why do LSM trees often excel at sustained write-heavy workloads?	They transform small random updates into sequential WAL appends, in-memory changes, and batched sequential flushes.	CONCEPT	They transform small random updates into sequential WAL appends, in-memory changes, and batched sequential flushes.	NORMALIZED_SPACING	Turn random writes into ordered batches.	Storage Trade-offs	75
Why can a B-Tree outperform an LSM tree for latency-sensitive point reads?	A B-Tree usually follows one search path, while an LSM read may check several components and wait behind compaction activity.	CONCEPT	A B-Tree usually follows one search path, while an LSM read may check several components and wait behind compaction activity.	NORMALIZED_SPACING	Fewer candidate locations.	Storage Trade-offs	75
What workload question matters more than asking whether B-Trees or LSM trees are universally better?	Ask about read/write ratio, range scans, latency tail, dataset size, storage medium, compaction budget, and operational constraints.	CONCEPT	Ask about read/write ratio, range scans, latency tail, dataset size, storage medium, compaction budget, and operational constraints.	NORMALIZED_SPACING	There is no context-free winner.	Storage Trade-offs	75
What is Bitcask's basic design idea?	Append values to log segments and keep an in-memory hash map from each key to its latest record location.	RECALL	Append values to log segments and keep an in-memory hash map from each key to its latest record location.	CASE_INSENSITIVE	Hash index in memory, values in append-only files.	Log-Structured Variants	45
What limits Bitcask-style designs for very large keyspaces?	The complete key-to-location index may need to fit in memory, so index memory grows with key cardinality.	CONCEPT	The complete key-to-location index may need to fit in memory, so index memory grows with key cardinality.	NORMALIZED_SPACING	Fast lookup has a RAM cost.	Log-Structured Variants	75
What is WiscKey's key-value separation idea?	Keep keys and metadata in the LSM tree while storing large values in a separate append-only value log.	RECALL	Keep keys and metadata in the LSM tree while storing large values in a separate append-only value log.	CASE_INSENSITIVE	Avoid rewriting large values during key compaction.	Log-Structured Variants	45
How can key-value separation reduce write amplification?	Compaction rewrites small keys and pointers rather than repeatedly copying large values.	CONCEPT	Compaction rewrites small keys and pointers rather than repeatedly copying large values.	NORMALIZED_SPACING	Move metadata more often than payload.	Log-Structured Variants	75
What cleanup problem does a separate value log create?	It needs garbage collection to identify and reclaim value records no longer referenced by the current key index.	CONCEPT	It needs garbage collection to identify and reclaim value records no longer referenced by the current key index.	NORMALIZED_SPACING	Old payloads remain after key updates.	Log-Structured Variants	75
Why must WAL truncation be coordinated with memtable flush completion?	Discarding log records before every accepted write is safely in an on-disk table can make a crash permanently lose data.	CONCEPT	Discarding log records before every accepted write is safely in an on-disk table can make a crash permanently lose data.	NORMALIZED_SPACING	The log is the only durable copy during flush.	LSM Recovery	75
Why can stacking an LSM tree on a log-structured filesystem and SSD be inefficient?	Each layer may independently relocate and garbage-collect the same data, multiplying writes, fragmentation, and unpredictable pauses.	CONCEPT	Each layer may independently relocate and garbage-collect the same data, multiplying writes, fragmentation, and unpredictable pauses.	NORMALIZED_SPACING	Several append-only layers can amplify one another.	Storage Stack	75
What does an SSD flash translation layer do?	It maps logical addresses to physical flash pages and manages placement, relocation, erasure, and wear leveling.	RECALL	It maps logical addresses to physical flash pages and manages placement, relocation, erasure, and wear leveling.	CASE_INSENSITIVE	Flash cannot overwrite pages in place.	Storage Stack	45
Why does flash storage erase blocks instead of individual pages matter to databases?	Updating a small page can require relocating other live pages and erasing a larger block, increasing write amplification.	CONCEPT	Updating a small page can require relocating other live pages and erasing a larger block, increasing write amplification.	NORMALIZED_SPACING	The erase unit is larger than the write unit.	Storage Stack	75
Why do sequential append patterns generally fit SSDs better than many tiny random overwrites?	They batch writes into fresh pages and reduce read-modify-relocate work in the flash translation layer.	CONCEPT	They batch writes into fresh pages and reduce read-modify-relocate work in the flash translation layer.	NORMALIZED_SPACING	Respect flash program/erase behavior.	Storage Stack	75
A database's disk usage doubles during compaction. Is that automatically a leak?	No. Compaction may temporarily retain old tables while writing replacements; investigate whether space is released after publication and cleanup.	CONCEPT	No. Compaction may temporarily retain old tables while writing replacements; investigate whether space is released after publication and cleanup.	NORMALIZED_SPACING	Atomic replacement temporarily needs both generations.	Production Diagnosis	75
A write-heavy service experiences periodic p99 latency spikes although CPU is low. What LSM-specific signal should you inspect?	Inspect compaction backlog, flush stalls, disk queue depth, table count, write amplification, and WAL fsync latency.	CONCEPT	Inspect compaction backlog, flush stalls, disk queue depth, table count, write amplification, and WAL fsync latency.	NORMALIZED_SPACING	Background storage pressure may be the bottleneck.	Production Diagnosis	75
From a product-learning perspective, why pair storage concepts with production symptoms?	Scenario-based cards train engineers to recognize operational consequences, not merely recall definitions, which better matches incident and design-review work.	CONCEPT	Scenario-based cards train engineers to recognize operational consequences, not merely recall definitions, which better matches incident and design-review work.	NORMALIZED_SPACING	Knowledge should transfer to the job.	Learning Product	75
