front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What key idea lets Spanner offer externally consistent distributed transactions?	It combines consensus-replicated data with bounded clock uncertainty and waits when necessary before exposing commit order.	CONCEPT	It combines consensus-replicated data with bounded clock uncertainty and waits when necessary before exposing commit order.	NORMALIZED_SPACING	Time uncertainty is measured, not ignored.	Distributed Transactions	75
What is Percolator's role in distributed transaction history?	It demonstrates scalable snapshot-isolated transactions over a distributed key-value system using locks, timestamps, and a primary record.	CONCEPT	It demonstrates scalable snapshot-isolated transactions over a distributed key-value system using locks, timestamps, and a primary record.	NORMALIZED_SPACING	A transaction layer built on distributed storage.	Distributed Transactions	75
What is a RAMP transaction designed to preserve?	Read atomicity: readers should not observe only a subset of writes belonging to one multi-partition transaction.	CONCEPT	Read atomicity: readers should not observe only a subset of writes belonging to one multi-partition transaction.	NORMALIZED_SPACING	Avoid fractured reads.	Distributed Transactions	75
What is coordination avoidance?	Designing invariants and operations so coordination is used only where concurrent actions could actually violate correctness.	CONCEPT	Designing invariants and operations so coordination is used only where concurrent actions could actually violate correctness.	NORMALIZED_SPACING	Do not pay global agreement for every operation.	Distributed Transactions	75
What question should be asked before introducing distributed transactions across microservices?	Whether the business invariant truly requires synchronous atomicity or can be maintained with idempotency, sagas, compensation, or bounded inconsistency.	CONCEPT	Whether the business invariant truly requires synchronous atomicity or can be maintained with idempotency, sagas, compensation, or bounded inconsistency.	NORMALIZED_SPACING	Atomicity has availability and complexity costs.	Distributed Transactions	75
How does consistent hashing reduce movement during membership changes?	Keys and nodes share a ring-like hash space, so adding or removing a node remaps mainly the neighboring ranges rather than the entire dataset.	CONCEPT	Keys and nodes share a ring-like hash space, so adding or removing a node remaps mainly the neighboring ranges rather than the entire dataset.	NORMALIZED_SPACING	Only part of the keyspace moves.	Partitioning	75
Why are virtual nodes used with consistent hashing?	Multiple positions per physical node improve load balance and make capacity-weighted assignment and incremental movement easier.	CONCEPT	Multiple positions per physical node improve load balance and make capacity-weighted assignment and incremental movement easier.	NORMALIZED_SPACING	One machine owns several ranges.	Partitioning	75
What problem does atomic broadcast solve?	It delivers the same messages to participating nodes in the same agreed order.	CONCEPT	It delivers the same messages to participating nodes in the same agreed order.	NORMALIZED_SPACING	Reliable delivery plus common ordering.	Consensus	75
How are consensus and atomic broadcast related?	Repeated consensus decisions can establish an ordered log, while an atomic broadcast log can be used to decide values consistently.	CONCEPT	Repeated consensus decisions can establish an ordered log, while an atomic broadcast log can be used to decide values consistently.	NORMALIZED_SPACING	Agreement per slot versus an ordered stream.	Consensus	75
What roles appear in classic Paxos?	Proposers suggest values, acceptors vote, and learners discover the chosen result.	CONCEPT	Proposers suggest values, acceptors vote, and learners discover the chosen result.	NORMALIZED_SPACING	Proposal, quorum, observation.	Paxos	75
Why do Paxos acceptors persist promises and accepted values?	A restart must not allow them to violate earlier votes and choose two different values.	CONCEPT	A restart must not allow them to violate earlier votes and choose two different values.	NORMALIZED_SPACING	Safety must survive crashes.	Paxos	75
Why does a majority quorum protect Paxos safety?	Any two majorities intersect, so a later proposal must encounter evidence of a previously chosen value.	CONCEPT	Any two majorities intersect, so a later proposal must encounter evidence of a previously chosen value.	NORMALIZED_SPACING	Overlapping voters carry history forward.	Paxos	75
What does Multi-Paxos optimize?	After a stable leader is established, repeated log entries can skip much of the full leader-election preparation work.	CONCEPT	After a stable leader is established, repeated log entries can skip much of the full leader-election preparation work.	NORMALIZED_SPACING	Amortize coordination across many decisions.	Paxos	75
What is Raft's leader responsible for?	It accepts client commands, appends log entries, replicates them to followers, and advances the committed prefix after quorum acknowledgment.	CONCEPT	It accepts client commands, appends log entries, replicates them to followers, and advances the committed prefix after quorum acknowledgment.	NORMALIZED_SPACING	One node drives log replication per term.	Raft	75
Why does Raft use monotonically increasing terms?	Terms identify leadership epochs, let nodes reject stale messages, and order election and replication state.	CONCEPT	Terms identify leadership epochs, let nodes reject stale messages, and order election and replication state.	NORMALIZED_SPACING	An epoch fences old leaders.	Raft	75
What log property must a Raft leader maintain before an entry is committed?	A quorum must store the entry under the protocol's commitment rules, and committed prefixes must remain present in future leaders.	CONCEPT	A quorum must store the entry under the protocol's commitment rules, and committed prefixes must remain present in future leaders.	NORMALIZED_SPACING	Durability across leadership change.	Raft	75
Why can a network partition leave an old Raft leader serving stale reads?	The isolated leader may not immediately know it lost quorum, so linearizable reads require quorum confirmation, a valid lease, or another freshness mechanism.	CONCEPT	The isolated leader may not immediately know it lost quorum, so linearizable reads require quorum confirmation, a valid lease, or another freshness mechanism.	NORMALIZED_SPACING	Leadership belief alone is insufficient.	Raft	75
What is ZAB designed to provide for ZooKeeper?	Primary-led atomic broadcast that orders state changes and supports recovery across leader transitions.	CONCEPT	Primary-led atomic broadcast that orders state changes and supports recovery across leader transitions.	NORMALIZED_SPACING	A replicated state-machine log.	Consensus Protocols	75
What additional fault model does PBFT address compared with crash-only consensus?	It tolerates Byzantine participants that may send inconsistent or malicious messages, requiring larger quorums and more communication.	CONCEPT	It tolerates Byzantine participants that may send inconsistent or malicious messages, requiring larger quorums and more communication.	NORMALIZED_SPACING	Peers may lie, not merely stop.	Byzantine Consensus	75
Why are checkpoints useful in replicated logs?	They capture a durable state snapshot so recovery and new-node catch-up do not require replaying the entire history.	CONCEPT	They capture a durable state snapshot so recovery and new-node catch-up do not require replaying the entire history.	NORMALIZED_SPACING	Bound replay cost.	Recovery	75
A system uses the fastest local storage engine but a slow global commit protocol. What limits end-to-end performance?	The distributed coordination path can dominate latency and throughput; local and cluster-wide mechanisms must be evaluated together.	CONCEPT	The distributed coordination path can dominate latency and throughput; local and cluster-wide mechanisms must be evaluated together.	NORMALIZED_SPACING	The slowest required stage controls the request.	System Trade-offs	75
