front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why can a database acknowledge a commit before every modified data page is flushed?	If the commit record and required redo information are durable in the WAL, recovery can reconstruct the committed changes after a crash.	CONCEPT	If the commit record and required redo information are durable in the WAL, recovery can reconstruct the committed changes after a crash.	NORMALIZED_SPACING	Durability can come from the log.	Recovery	75
What is the difference between an operation log and a physical data log?	An operation log records the logical action, while a physical log records byte- or page-level before/after changes.	CONCEPT	An operation log records the logical action, while a physical log records byte- or page-level before/after changes.	NORMALIZED_SPACING	Intent versus concrete data change.	Recovery	75
What does a STEAL policy allow?	The buffer manager may flush a page containing uncommitted changes, so recovery must be able to undo those changes.	CONCEPT	The buffer manager may flush a page containing uncommitted changes, so recovery must be able to undo those changes.	NORMALIZED_SPACING	Uncommitted data may reach disk.	Recovery	75
What does a NO-FORCE policy allow?	Commit does not require every changed page to be flushed immediately, so recovery must redo committed changes not yet on disk.	CONCEPT	Commit does not require every changed page to be flushed immediately, so recovery must redo committed changes not yet on disk.	NORMALIZED_SPACING	Committed pages may remain only in cache plus WAL.	Recovery	75
Why do many systems combine STEAL and NO-FORCE?	The combination improves buffer flexibility and commit latency, while WAL-based undo and redo preserve correctness.	CONCEPT	The combination improves buffer flexibility and commit latency, while WAL-based undo and redo preserve correctness.	NORMALIZED_SPACING	Performance improves at the cost of recovery complexity.	Recovery	75
What are the three broad phases of ARIES recovery?	Analysis, redo, and undo.	RECALL	Analysis, redo, and undo.	CASE_INSENSITIVE	Discover state, repeat history, roll back losers.	Recovery	45
Why does ARIES redo history before undoing incomplete transactions?	Repeating logged actions reconstructs the exact pre-crash state, after which loser transactions can be rolled back consistently.	CONCEPT	Repeating logged actions reconstructs the exact pre-crash state, after which loser transactions can be rolled back consistently.	NORMALIZED_SPACING	Rebuild first, compensate second.	Recovery	75
What is a compensation log record?	A log record describing an undo action so recovery remains restartable even if another crash happens during rollback.	CONCEPT	A log record describing an undo action so recovery remains restartable even if another crash happens during rollback.	NORMALIZED_SPACING	Undo work must itself be durable.	Recovery	75
What does serializability guarantee?	The concurrent outcome is equivalent to some valid serial execution of the same transactions.	RECALL	The concurrent outcome is equivalent to some valid serial execution of the same transactions.	CASE_INSENSITIVE	Concurrent execution behaves like an order.	Concurrency Control	45
Why is serializability a property of the schedule rather than transaction code alone?	Individually correct transactions can still interfere; correctness depends on how their reads and writes interleave.	CONCEPT	Individually correct transactions can still interfere; correctness depends on how their reads and writes interleave.	NORMALIZED_SPACING	The interaction creates anomalies.	Concurrency Control	75
How does optimistic concurrency control work at a high level?	Transactions execute without holding long-lived write locks, then validate their read/write assumptions before committing.	CONCEPT	Transactions execute without holding long-lived write locks, then validate their read/write assumptions before committing.	NORMALIZED_SPACING	Work first, validate before publish.	Concurrency Control	75
When is optimistic concurrency control most attractive?	When conflicts are rare, because most transactions commit without lock waiting and little work is discarded.	CONCEPT	When conflicts are rare, because most transactions commit without lock waiting and little work is discarded.	NORMALIZED_SPACING	Low contention favors optimism.	Concurrency Control	75
How does pessimistic concurrency control differ?	It prevents conflicts up front by acquiring locks or otherwise restricting access before performing sensitive operations.	CONCEPT	It prevents conflicts up front by acquiring locks or otherwise restricting access before performing sensitive operations.	NORMALIZED_SPACING	Block risk instead of detecting it later.	Concurrency Control	75
How does MVCC reduce read-write blocking?	Readers can access a consistent older version while writers create newer versions, so they do not always contend for the same physical record.	CONCEPT	Readers can access a consistent older version while writers create newer versions, so they do not always contend for the same physical record.	NORMALIZED_SPACING	Different transactions can see different versions.	Concurrency Control	75
What new maintenance problem does MVCC introduce?	Obsolete row versions must be tracked and eventually reclaimed after no active transaction can still see them.	CONCEPT	Obsolete row versions must be tracked and eventually reclaimed after no active transaction can still see them.	NORMALIZED_SPACING	Version freedom creates cleanup work.	Concurrency Control	75
A production database shows high cache hit rate but poor latency. What should you investigate next?	Check latch contention, dirty-page flushing, WAL fsync latency, query plans, lock waits, and background maintenance; cache hits alone do not prove a fast request path.	CONCEPT	Check latch contention, dirty-page flushing, WAL fsync latency, query plans, lock waits, and background maintenance; cache hits alone do not prove a fast request path.	NORMALIZED_SPACING	One healthy metric cannot explain the whole path.	Production Diagnosis	75
