front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What is an index-organized table?	A structure that stores the full data records inside the primary index in key order.	CONCEPT	A structure that stores the full data records inside the primary index in key order.	NORMALIZED_SPACING	The index is also the data file.	Indexes	75
What I/O advantage can an index-organized table provide?	After locating a key in the index, the engine already has the record and avoids another lookup into a separate heap file.	CONCEPT	After locating a key in the index, the engine already has the record and avoids another lookup into a separate heap file.	NORMALIZED_SPACING	Remove one indirection.	Indexes	75
What distinguishes a clustered index from a nonclustered index?	A clustered index follows the physical order of the data; a nonclustered index points to data stored in a different order.	RECALL	A clustered index follows the physical order of the data; a nonclustered index points to data stored in a different order.	CASE_INSENSITIVE	Compare index key order with record order.	Indexes	45
Why can a table have many secondary indexes but only one physical clustering order?	Each secondary index can provide a different logical lookup path, but the records can be physically ordered only one way at a time.	CONCEPT	Each secondary index can provide a different logical lookup path, but the records can be physically ordered only one way at a time.	NORMALIZED_SPACING	Many maps, one physical arrangement.	Indexes	75
What is the benefit of a secondary index storing the primary key instead of a raw file offset?	Record movement changes only the primary structure; secondary entries remain valid because they resolve through the stable primary key.	CONCEPT	Record movement changes only the primary structure; secondary entries remain valid because they resolve through the stable primary key.	NORMALIZED_SPACING	An extra lookup can buy easier maintenance.	Indexes	75
What is the cost of routing secondary lookups through the primary index?	It adds an extra indirection and potentially another cache miss or I/O before reaching the record.	CONCEPT	It adds an extra indirection and potentially another cache miss or I/O before reaching the record.	NORMALIZED_SPACING	Stability is not free.	Indexes	75
What three properties are useful for comparing storage structures?	Buffering, immutability, and ordering.	RECALL	Buffering, immutability, and ordering.	CASE_INSENSITIVE	The book uses these repeatedly.	Storage Design	45
How does buffering improve write performance?	It groups multiple small updates so the storage engine can apply them in larger, more efficient batches.	CONCEPT	It groups multiple small updates so the storage engine can apply them in larger, more efficient batches.	NORMALIZED_SPACING	Amortize expensive work.	Storage Design	75
What does immutability mean for an on-disk storage component?	Once written, the component is not modified in place; updates create new records, pages, or files.	CONCEPT	Once written, the component is not modified in place; updates create new records, pages, or files.	NORMALIZED_SPACING	New state is written elsewhere.	Storage Design	75
What maintenance cost often accompanies immutable storage?	Old and new versions must later be merged or garbage-collected, deferring work to compaction or cleanup.	CONCEPT	Old and new versions must later be merged or garbage-collected, deferring work to compaction or cleanup.	NORMALIZED_SPACING	Cheap foreground writes create background work.	Storage Design	75
Why is key ordering valuable on disk?	Nearby keys can be scanned sequentially, enabling efficient range queries and predictable traversal.	CONCEPT	Nearby keys can be scanned sequentially, enabling efficient range queries and predictable traversal.	NORMALIZED_SPACING	Ordering benefits more than equality lookup.	Storage Design	75
Why might a storage engine intentionally write data out of key order?	Appending in arrival order can reduce random writes and improve ingestion throughput, with ordering work deferred to indexes or compaction.	CONCEPT	Appending in arrival order can reduce random writes and improve ingestion throughput, with ordering work deferred to indexes or compaction.	NORMALIZED_SPACING	Optimize the write path first.	Storage Design	75
Why do database file formats need explicit byte order and type encoding?	Raw bytes have no inherent meaning; stable encoding lets data be interpreted consistently across processes, platforms, and versions.	CONCEPT	Raw bytes have no inherent meaning; stable encoding lets data be interpreted consistently across processes, platforms, and versions.	NORMALIZED_SPACING	Persistence outlives one process.	File Formats	75
What problem does a slotted page solve?	It lets variable-size records move inside a page while external references use stable slot identifiers rather than raw byte offsets.	CONCEPT	It lets variable-size records move inside a page while external references use stable slot identifiers rather than raw byte offsets.	NORMALIZED_SPACING	Separate logical record identity from physical position.	File Formats	75
How can a slotted page preserve key order without physically rewriting every record?	It can sort the slot directory while leaving record bodies in convenient locations within the page.	CONCEPT	It can sort the slot directory while leaving record bodies in convenient locations within the page.	NORMALIZED_SPACING	Order pointers instead of payloads.	File Formats	75
Why does a page header commonly include a magic number and format version?	They let the reader verify the page type and select the correct decoding logic before trusting the remaining bytes.	CONCEPT	They let the reader verify the page type and select the correct decoding logic before trusting the remaining bytes.	NORMALIZED_SPACING	Identify and interpret the page safely.	File Formats	75
What is the purpose of a page checksum?	It detects accidental corruption by recomputing a digest when the page is read and comparing it with the stored value.	CONCEPT	It detects accidental corruption by recomputing a digest when the page is read and comparing it with the stored value.	NORMALIZED_SPACING	Integrity against unintended changes.	File Formats	75
Why is a CRC not an authentication mechanism?	It detects accidental errors but is not designed to resist an attacker who deliberately changes data and recomputes the value.	CONCEPT	It detects accidental errors but is not designed to resist an attacker who deliberately changes data and recomputes the value.	NORMALIZED_SPACING	Corruption detection is not tamper resistance.	File Formats	75
A database upgrade changes the page layout. What compatibility mechanism is required?	The system needs versioned readers, migration logic, or a stable header that identifies the old format so pages can be interpreted safely.	CONCEPT	The system needs versioned readers, migration logic, or a stable header that identifies the old format so pages can be interpreted safely.	NORMALIZED_SPACING	Old bytes must remain understandable.	File Formats	75
From a product perspective, why should CodeFit package these topics as a guided path rather than loose cards?	A path gives the learner sequencing, prerequisites, and a clear outcome, reducing setup friction and turning reference knowledge into a repeatable practice journey.	CONCEPT	A path gives the learner sequencing, prerequisites, and a clear outcome, reducing setup friction and turning reference knowledge into a repeatable practice journey.	NORMALIZED_SPACING	Think user outcome, not content inventory.	Learning Product	75
