front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What is the output of: String s = null; System.out.println(s + "!");	null!	CODE_OUTPUT	null!	EXACT	String concatenation converts a null reference to the text null.	Core Java	35
A subclass overrides a method that reads one of its own fields, and the superclass constructor calls that overridable method. What value does the overridden method see for the subclass field?	It sees the field's default value (0, false, or null) because the subclass's field initializers have not run yet when the superclass constructor executes.	CONCEPT	the field's default value because subclass initializers have not run yet	NORMALIZED_SPACING	Subclass initialization happens after the superclass constructor body.	Core Java	55
A NullPointerException is thrown by user.getAddress().getCity() for only some users in production. What is the most likely root cause?	Some user records have a null address reference, so the chained call fails for those records; the code needs a null check or Optional handling before accessing city.	CONCEPT	some users have a null address so the chained call fails	NORMALIZED_SPACING	Chained calls fail at the first null link, not necessarily the last method name.	Core Java	55
Two threads increment a shared plain long counter with no volatile, atomic, or lock, and the final total is consistently lower than the number of increments performed. What is the root cause?	Incrementing is a non-atomic read-modify-write sequence, so interleaved updates from different threads can overwrite each other and lose increments.	CONCEPT	increment is non-atomic so interleaved updates overwrite each other and lose increments	NORMALIZED_SPACING	Read, add one, and write back are three separate steps.	Core Java	60
An object is inserted into a HashSet, then a field used in its equals() and hashCode() is mutated, and afterward contains() with an equal-looking object returns false. What is the root cause?	The object's hash code changed after it was placed in the set, so it is now searched for in the wrong bucket and can no longer be found even though an equal-looking instance exists.	CONCEPT	hash code changed after insertion so it is searched for in the wrong bucket	NORMALIZED_SPACING	Mutable fields used in equals or hashCode should not change after insertion into a hash-based collection.	Core Java	60
Removing a try/catch around a call causes a compile error for one exception type but not for a RuntimeException thrown by another call in the same block. Why does only one method force error handling?	The method throws a checked exception, which the compiler requires callers to catch or declare, while RuntimeException and its subclasses are unchecked and are not enforced by the compiler.	CONCEPT	one throws a checked exception which the compiler enforces; RuntimeException is unchecked and not enforced	NORMALIZED_SPACING	Check whether the thrown type extends Exception or RuntimeException.	Core Java	55
A recursive method that works fine on small inputs throws StackOverflowError only on production-sized inputs. What is the most direct fix?	Convert the recursion to an iterative implementation (or manage an explicit stack), since Java does not guarantee tail-call optimization and deep recursion consumes call-stack frames proportional to input size.	CONCEPT	convert to an iterative implementation since Java does not optimize tail calls	NORMALIZED_SPACING	Each recursive call keeps its own stack frame until it returns.	Core Java	60
Write a regular expression that matches a simple email address of the form local@domain.tld, using only word characters, dots, plus, or hyphen before the @, and a 2+ letter top-level domain.	^[\w.+-]+@[\w-]+\.[a-zA-Z]{2,}$	REGEX_PATTERN	^[\w.+-]+@[\w-]+\.[a-zA-Z]{2,}$	EXACT	Anchor both ends and escape the literal dot before the top-level domain.	Core Java	70
Write a try-with-resources statement that opens a BufferedReader over a FileReader for "data.txt" and prints its first line.	try (BufferedReader reader = new BufferedReader(new FileReader("data.txt"))) { System.out.println(reader.readLine()); }	RECALL	try (BufferedReader reader = new BufferedReader(new FileReader("data.txt"))) { System.out.println(reader.readLine()); }	NORMALIZED_SPACING	The resource must implement AutoCloseable and is declared inside the parentheses after try.	Core Java	90
Write a Java switch expression that assigns "WEEKEND" to result for SATURDAY or SUNDAY and "WEEKDAY" for any other DayOfWeek value named day.	String result = switch (day) { case SATURDAY, SUNDAY -> "WEEKEND"; default -> "WEEKDAY"; };	RECALL	String result = switch (day) { case SATURDAY, SUNDAY -> "WEEKEND"; default -> "WEEKDAY"; };	NORMALIZED_SPACING	Arrow-labeled switch expressions do not fall through and can be assigned directly.	Core Java	75
