front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
A CI pipeline runs mvn test and one test fails. What does the overall pipeline step typically report, assuming default Maven Surefire behavior?	The mvn command exits with a non-zero status because Surefire fails the build on a test failure by default, so the CI step is reported as failed and later pipeline stages are typically skipped.	CONCEPT	the build fails with a non-zero exit code because a failing test fails the Maven build by default	NORMALIZED_SPACING	A CI step's pass or fail state is driven by the invoked command's exit code.	Deployment	55
After git rebase is used interactively to squash three commits into one on a local feature branch, what does a plain git push do when the remote branch already has the three original commits?	The push is rejected as a non-fast-forward update, because the rewritten local history no longer contains the original three commits as ancestors of the remote branch tip, so a force push, ideally force-with-lease, is required to overwrite the remote history.	CONCEPT	the push is rejected as non-fast-forward and requires a force push to overwrite remote history	NORMALIZED_SPACING	Rebase rewrites commit hashes, so the remote and local histories diverge even though the code content matches.	Deployment	60
A production container repeatedly restarts in a crash loop immediately after deployment, and logs show it exiting with status 137. What is the most likely cause?	Exit code 137, which is 128 plus SIGKILL's signal number 9, typically means the container's process was killed by the out-of-memory killer because it exceeded its configured memory limit, so the fix is to raise the memory limit or reduce the application's memory usage.	CONCEPT	exit 137 indicates an out-of-memory kill; raise the memory limit or reduce memory usage	NORMALIZED_SPACING	137 decodes as 128 plus the signal number 9, SIGKILL.	Deployment	60
Two developers modify the same lines of the same file on separate branches, and merging the second branch into the first reports a merge conflict. What must happen before the merge can be completed?	Git cannot automatically decide which version, or combination, of the conflicting lines is correct, so a person must manually edit the conflict markers in the file to the intended final content and then stage and commit the resolved file to complete the merge.	CONCEPT	someone must manually resolve the conflicting lines and commit the resolved file	NORMALIZED_SPACING	Git marks the conflicting region with conflict markers directly in the file itself.	Deployment	60
A CI build passes on a developer's machine but fails on the build server with "cannot find symbol" for a class that clearly exists in the source tree. What is a common cause in a Maven multi-module project?	The module containing that class was not built and installed before the failing module in the build order, due to a missing or misordered module dependency, or a stale local Maven cache on the developer's machine masking the real order problem, so the compiler cannot resolve a class from a module that has not been built yet.	CONCEPT	a missing or misordered module build dependency means the class's module has not been built yet	NORMALIZED_SPACING	Check the reactor build order and each module's declared dependencies in pom.xml.	Deployment	65
A deployed application reads a database password from an environment variable, and after deployment it fails to start with an authentication error even though the intended password value is correct. What is a common environment-variable-related mistake that causes this?	The environment variable name is misspelled or not actually set in the deployment environment, for example a typo in a Kubernetes or Docker Compose config key, so the application receives an empty or missing value instead of the intended password, even though the correct password exists somewhere in configuration.	CONCEPT	the environment variable name is misspelled or not actually set or exported in that environment	NORMALIZED_SPACING	Confirm the variable is actually set at startup without logging its value.	Deployment	65
A health check endpoint returns 200 immediately after the application process starts, but real requests fail for the next several seconds while a connection pool and cache warm up. What deployment problem does this cause, and what is the fix?	The orchestrator routes real traffic to the instance as soon as the health check passes, so requests fail during the warm-up window; the fix is to make the readiness check itself verify that dependencies like the pool and cache are actually initialized before reporting healthy, rather than just checking that the process is running.	CONCEPT	traffic is routed before warm-up finishes; fix by making the readiness check verify dependencies are actually initialized	NORMALIZED_SPACING	A readiness check should reflect can serve traffic now, not just process is alive.	Deployment	65
Write a git command that creates and switches to a new branch named feature/login from the current branch.	git checkout -b feature/login	GIT_COMMAND	git checkout -b feature/login	COMMAND_NORMALIZED	-b creates the branch before switching to it.	Deployment	35
Write a Dockerfile CMD instruction, in exec form, that runs a jar file named app.jar with java.	CMD ["java", "-jar", "app.jar"]	RECALL	CMD ["java", "-jar", "app.jar"]	NORMALIZED_SPACING	The exec form, a JSON array, avoids running the command through a shell.	Deployment	55
Write a Maven command that builds the project while skipping test execution entirely.	mvn install -DskipTests	COMMAND	mvn install -DskipTests	COMMAND_NORMALIZED	-DskipTests still compiles tests; maven.test.skip=true skips compiling them too.	Deployment	45
