front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What is the ABA problem in lock-free/CAS-based algorithms?	A value changes from A to B and back to A between a thread's read and its compare-and-swap, so the CAS succeeds even though the underlying state changed in between in a way that may violate the algorithm's assumptions.	CONCEPT	A value changes from A to B and back to A between a thread's read and its compare-and-swap, so the CAS succeeds even though the underlying state changed in between in a way that may violate the algorithm's assumptions.	NORMALIZED_SPACING	The value looks unchanged, but its history is not.	Idempotency	90
Name one common defense against the ABA problem in concurrent data structures.	Attach a version or generation counter (or use a tagged pointer) alongside the value so the compare-and-swap also checks that the version has not changed, not just the value.	CONCEPT	["version counter","tagged/stamped reference","attach a version number to the value"]	CASE_INSENSITIVE	Make "changed and changed back" distinguishable from "never changed."	Idempotency	75
Two API requests race to create a user account with the same email address, and neither request checks for an existing user before inserting because that check-then-insert would itself be racy. What database-level guarantee prevents duplicate accounts?	A unique constraint on the email column, so the database itself rejects the second insert instead of relying on an application-level, race-prone existence check.	CONCEPT	A unique constraint on the email column, so the database itself rejects the second insert instead of relying on an application-level, race-prone existence check.	NORMALIZED_SPACING	Push the uniqueness guarantee down to the data store's atomic constraint enforcement.	Idempotency	75
Why is PUT generally a better fit than PATCH for expressing an idempotent "set this field to this exact value" update?	PUT is defined to replace the target resource's state with the given representation, so repeating it produces the same final state; a partial PATCH's effect can depend on the resource's current state, especially for relative changes like "increment by one."	CONCEPT	PUT is defined to replace the target resource's state with the given representation, so repeating it produces the same final state; a partial PATCH's effect can depend on the resource's current state, especially for relative changes like "increment by one."	NORMALIZED_SPACING	Setting a value is naturally idempotent; incrementing a value is not.	Idempotency	90
A webhook provider warns that it may deliver the same event more than once. What must a receiving service do to stay correct?	Treat its webhook handler as idempotent, typically by deduplicating on the event's unique ID before applying its side effects, since redelivery is an explicit part of the provider's contract.	CONCEPT	Treat its webhook handler as idempotent, typically by deduplicating on the event's unique ID before applying its side effects, since redelivery is an explicit part of the provider's contract.	NORMALIZED_SPACING	At-least-once delivery is documented behavior, not a bug to escalate.	Idempotency	75
Write a SQL statement that inserts a processed idempotency key and is safe to run even if another request already inserted the same key concurrently.	INSERT INTO idempotency_keys (key, response) VALUES ('abc123', 'OK') ON CONFLICT (key) DO NOTHING;	SQL_QUERY	["INSERT INTO idempotency_keys (key, response) VALUES ('abc123', 'OK') ON CONFLICT (key) DO NOTHING;","INSERT INTO idempotency_keys (key, response) VALUES ('abc123', 'OK') ON CONFLICT (key) DO NOTHING"]	NORMALIZED_SPACING	Let the unique constraint plus ON CONFLICT absorb the race instead of checking first.	Idempotency	75
A distributed lock (for example, in Redis) is used to make a multi-step operation appear atomic across services. What must the lock have to avoid a permanently stuck resource if the lock holder crashes?	An expiration (lease/TTL), so the lock is automatically released even if the process holding it dies before explicitly releasing it.	CONCEPT	An expiration (lease/TTL), so the lock is automatically released even if the process holding it dies before explicitly releasing it.	NORMALIZED_SPACING	A lock without a timeout can be held forever by a process that never gets the chance to unlock it.	Idempotency	75
A worker holds a distributed lock with a 10-second TTL, but a garbage collection pause makes it stop responding for 15 seconds. What race condition can now occur?	The lock can expire and be granted to a second worker while the first worker (paused, unaware time passed) resumes and believes it still holds the lock, so both workers can act on the same resource concurrently.	CONCEPT	The lock can expire and be granted to a second worker while the first worker (paused, unaware time passed) resumes and believes it still holds the lock, so both workers can act on the same resource concurrently.	NORMALIZED_SPACING	A lease can outlive the process's actual ability to enforce it.	Idempotency	90
Name one mitigation for the scenario where a paused lock holder resumes after its lease has already expired and been reassigned.	Attach a fencing token (a monotonically increasing number issued with the lock) and have the resource being protected reject any write carrying an older token than the latest one it has seen.	CONCEPT	["fencing token","use a monotonically increasing token that the resource validates"]	CASE_INSENSITIVE	Let the protected resource itself reject writes from a stale lock holder.	Idempotency	90
Why does making an operation idempotent not automatically make it safe to run concurrently with itself in parallel (rather than sequentially retried)?	Idempotency guarantees the same end result if applied one or more times, but concurrent parallel execution can still interleave in ways that need its own atomicity or locking guarantees to avoid corrupting intermediate state.	CONCEPT	Idempotency guarantees the same end result if applied one or more times, but concurrent parallel execution can still interleave in ways that need its own atomicity or locking guarantees to avoid corrupting intermediate state.	NORMALIZED_SPACING	"Same result if repeated" is a different guarantee from "safe under simultaneous execution."	Idempotency	90
A "reserve seat" endpoint is called twice in quick succession by a flaky mobile client retry, without an idempotency key. What two independent fixes could each prevent a double booking?	A unique constraint on (event_id, seat_number) to reject the second insert, and an idempotency key sent by the client so the retried request is recognized as a duplicate rather than a new reservation.	CONCEPT	A unique constraint on (event_id, seat_number) to reject the second insert, and an idempotency key sent by the client so the retried request is recognized as a duplicate rather than a new reservation.	NORMALIZED_SPACING	One defense lives in the schema, the other lives in the request contract.	Idempotency	90
What is a "poison pill" message in the context of idempotent message processing?	A message that repeatedly fails to process no matter how many times it is retried, often because of a permanent defect in its content, which can block a queue or partition if not routed elsewhere.	RECALL	A message that repeatedly fails to process no matter how many times it is retried, often because of a permanent defect in its content, which can block a queue or partition if not routed elsewhere.	CASE_INSENSITIVE	The problem is the message itself, not a transient failure.	Idempotency	75
