front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
A service scaled to 20 instances each keeps its own in-process cache of the same data with no coordination. After a write, one instance invalidates its own cache entry. What problem remains?	The other 19 instances still hold the stale value in their own local caches until their own TTL expires, so a client can get inconsistent answers depending on which instance handles the request.	CONCEPT	The other 19 instances still hold the stale value in their own local caches until their own TTL expires, so a client can get inconsistent answers depending on which instance handles the request.	NORMALIZED_SPACING	Invalidating "your" cache doesn't invalidate everyone else's copy.	Caching & Consistency	90
Name one way to propagate a cache invalidation to every instance's local cache in a fleet, not just the instance that made the write.	Publish an invalidation event (for example, over a pub/sub channel or message broker) that every instance subscribes to and reacts to by evicting the affected key from its own local cache.	CONCEPT	["publish/subscribe invalidation event","broadcast invalidation over pub/sub to all instances"]	CASE_INSENSITIVE	Turn "my cache changed" into a fleet-wide broadcast.	Caching & Consistency	75
What does the LRU (least recently used) eviction policy do when a cache reaches capacity?	It evicts the entry that has gone the longest without being accessed, on the assumption that recently used items are more likely to be used again soon.	RECALL	It evicts the entry that has gone the longest without being accessed, on the assumption that recently used items are more likely to be used again soon.	CASE_INSENSITIVE	Oldest-unused-out, keeping recently touched data.	Caching & Consistency	60
When might LFU (least frequently used) eviction outperform LRU for a workload?	When some items are accessed very frequently but with occasional long gaps between accesses; LRU could evict them during the gap, while LFU keeps items with a high overall access count even through temporary lulls.	CONCEPT	When some items are accessed very frequently but with occasional long gaps between accesses; LRU could evict them during the gap, while LFU keeps items with a high overall access count even through temporary lulls.	NORMALIZED_SPACING	LRU forgets based on recency; LFU remembers based on overall popularity.	Caching & Consistency	90
What is the "hot key" problem in a distributed cache?	A single cache key (for example, a viral post or a celebrity's profile) receives disproportionately high traffic, which can overload the single cache node or shard responsible for that key even though overall cluster capacity is fine.	CONCEPT	A single cache key (for example, a viral post or a celebrity's profile) receives disproportionately high traffic, which can overload the single cache node or shard responsible for that key even though overall cluster capacity is fine.	NORMALIZED_SPACING	Aggregate capacity is fine; one shard is drowning.	Caching & Consistency	90
Name one mitigation for a hot key overwhelming a single cache shard.	Replicate the hot key's value across multiple cache nodes (or keep a short-lived local copy on each app instance) and spread reads across those copies instead of hammering one shard.	CONCEPT	["replicate the hot key across nodes","local/in-process copy of the hot key on each instance"]	CASE_INSENSITIVE	Spread the load for that one key instead of centralizing it further.	Caching & Consistency	90
What does the HTTP Cache-Control: max-age directive tell a client or CDN?	How many seconds the response may be considered fresh and reused from cache without revalidating with the origin server.	RECALL	How many seconds the response may be considered fresh and reused from cache without revalidating with the origin server.	CASE_INSENSITIVE	It's a freshness lifetime measured in seconds.	Caching & Consistency	75
How does an HTTP ETag combined with an If-None-Match request header save bandwidth on a cache revalidation?	The client sends the ETag it has cached; if the resource hasn't changed, the server replies with a 304 Not Modified and no body, letting the client keep using its cached copy without retransmitting the full response.	CONCEPT	The client sends the ETag it has cached; if the resource hasn't changed, the server replies with a 304 Not Modified and no body, letting the client keep using its cached copy without retransmitting the full response.	NORMALIZED_SPACING	Ask "has this changed?" instead of re-downloading it every time.	Caching & Consistency	90
What HTTP status code signals that a client's cached representation is still valid and it should keep using it?	304 Not Modified	RECALL	["304 Not Modified","304"]	CASE_INSENSITIVE	It's a response with no body confirming the cache is still fresh.	Caching & Consistency	45
What is "cache warming," and when is it especially useful?	Proactively populating a cache with expected hot data before real traffic arrives (for example, right after a deploy or cache flush), which avoids a burst of cold-cache misses hitting the database all at once.	CONCEPT	Proactively populating a cache with expected hot data before real traffic arrives (for example, right after a deploy or cache flush), which avoids a burst of cold-cache misses hitting the database all at once.	NORMALIZED_SPACING	Pre-fill before the crowd arrives, instead of letting the crowd fill it live.	Caching & Consistency	90
What is a read-through cache, and how does it differ from cache-aside from the application's point of view?	In a read-through cache, the cache library/provider itself is responsible for loading from the underlying store on a miss and populating itself, so application code just asks the cache for data; in cache-aside, the application explicitly checks the cache, falls back to the store, and writes back to the cache itself.	CONCEPT	In a read-through cache, the cache library/provider itself is responsible for loading from the underlying store on a miss and populating itself, so application code just asks the cache for data; in cache-aside, the application explicitly checks the cache, falls back to the store, and writes back to the cache itself.	NORMALIZED_SPACING	Who owns the miss-and-populate logic: the cache layer, or the application code.	Caching & Consistency	90
A dashboard shows slightly-stale aggregate metrics cached for 60 seconds instead of querying the database on every page load. Is this an acceptable trade-off, and what should guide that decision?	Often yes for data where a short staleness window is tolerable to the business (dashboards, counts, non-critical reads); the decision should be driven by how quickly the underlying data changes and how much inconsistency the use case can tolerate, not by defaulting to "always cache everything the same way."	CONCEPT	Often yes for data where a short staleness window is tolerable to the business (dashboards, counts, non-critical reads); the decision should be driven by how quickly the underlying data changes and how much inconsistency the use case can tolerate, not by defaulting to "always cache everything the same way."	NORMALIZED_SPACING	The right TTL depends on how much staleness the use case can actually tolerate.	Caching & Consistency	90
Why is caching a user's account balance for even a short TTL usually a bad idea in a financial application, unlike caching a product's marketing description?	A stale balance could let a user act on out-of-date financial information (for example, appearing to have funds they've already spent), where correctness matters much more than the latency savings; a marketing description being briefly stale has essentially no real consequence.	CONCEPT	A stale balance could let a user act on out-of-date financial information (for example, appearing to have funds they've already spent), where correctness matters much more than the latency savings; a marketing description being briefly stale has essentially no real consequence.	NORMALIZED_SPACING	Weigh the cost of being wrong, not just the cost of being slow.	Caching & Consistency	90
What is the "write-around" cache pattern?	Writes go directly to the underlying store, bypassing the cache entirely, so the cache is only populated later on a subsequent read (cache-aside style); it avoids filling the cache with data that may never be read again.	CONCEPT	Writes go directly to the underlying store, bypassing the cache entirely, so the cache is only populated later on a subsequent read (cache-aside style); it avoids filling the cache with data that may never be read again.	NORMALIZED_SPACING	Skip the cache on write; let a later read populate it if needed.	Caching & Consistency	90
A distributed cache is nearing its memory limit and starts aggressively evicting entries, which increases cache misses, which increases database load, which increases latency, which increases the number of in-flight requests holding references to more cached data. What is this feedback loop called, and why is it dangerous?	An eviction (or thrashing) storm/death spiral: each round of evictions pushes more load onto the origin store, which slows everything down and increases pressure that leads to even more evictions, compounding rather than recovering on its own.	CONCEPT	An eviction (or thrashing) storm/death spiral: each round of evictions pushes more load onto the origin store, which slows everything down and increases pressure that leads to even more evictions, compounding rather than recovering on its own.	NORMALIZED_SPACING	Each eviction makes the next one more likely, not less.	Caching & Consistency	90
Why should cache client calls (get/set to Redis, for example) have their own timeout and fallback behavior, separate from the primary database's?	If the cache becomes slow or unavailable, requests should fail fast and fall back to the underlying store (a degraded-but-working state) instead of blocking every request on a hanging cache call and taking the whole service down with it.	CONCEPT	If the cache becomes slow or unavailable, requests should fail fast and fall back to the underlying store (a degraded-but-working state) instead of blocking every request on a hanging cache call and taking the whole service down with it.	NORMALIZED_SPACING	A cache outage should degrade performance, not cause a full outage.	Caching & Consistency	90
