front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Within a single Kafka partition, what ordering guarantee does Kafka provide?	Messages within one partition are delivered to a consumer in the exact order they were appended (their offset order); Kafka does not guarantee ordering across different partitions.	RECALL	Messages within one partition are delivered to a consumer in the exact order they were appended (their offset order); Kafka does not guarantee ordering across different partitions.	CASE_INSENSITIVE	Order is a per-partition guarantee, not a per-topic one.	Kafka & Messaging	75
An event stream needs all events for the same customer processed in order, but the topic has many partitions for throughput. How should the producer choose a partition key to satisfy both requirements?	Use the customer ID as the partition key so every event for that customer hashes to the same partition, preserving per-customer order, while different customers spread across partitions for parallelism.	CONCEPT	Use the customer ID as the partition key so every event for that customer hashes to the same partition, preserving per-customer order, while different customers spread across partitions for parallelism.	NORMALIZED_SPACING	Same key, same partition, is how you buy ordering without giving up parallelism.	Kafka & Messaging	90
During a Kafka consumer group rebalance, why can a message be processed twice even by a well-behaved idempotent-producer setup?	Partitions get reassigned between consumer instances, and if the previous owner had processed messages but not yet committed its offset before losing the partition, the new owner starts from the last committed offset and reprocesses them.	CONCEPT	Partitions get reassigned between consumer instances, and if the previous owner had processed messages but not yet committed its offset before losing the partition, the new owner starts from the last committed offset and reprocesses them.	NORMALIZED_SPACING	Rebalances can hand off a partition mid-flight relative to the old owner's uncommitted progress.	Kafka & Messaging	90
What is consumer lag?	The difference between the latest offset produced to a partition and the offset a consumer group has last committed, representing how far behind the consumer is from real-time.	RECALL	The difference between the latest offset produced to a partition and the offset a consumer group has last committed, representing how far behind the consumer is from real-time.	CASE_INSENSITIVE	It measures how many unread messages are waiting for the consumer.	Kafka & Messaging	60
Consumer lag on one topic keeps growing steadily during business hours even though the service is not crashing. What two broad causes should an on-call engineer investigate first?	Either the consumer is processing too slowly relative to the incoming message rate (needs more consumers/partitions or faster processing), or a downstream dependency the consumer calls per message is slow or throttling, stalling the whole poll loop.	CONCEPT	Either the consumer is processing too slowly relative to the incoming message rate (needs more consumers/partitions or faster processing), or a downstream dependency the consumer calls per message is slow or throttling, stalling the whole poll loop.	NORMALIZED_SPACING	Growing lag is a throughput problem: too much in, not enough processed out.	Kafka & Messaging	90
What is the in-sync replica (ISR) set for a Kafka partition?	The set of replicas, including the leader, that are fully caught up with the leader's log and are eligible to be elected leader without data loss.	RECALL	The set of replicas, including the leader, that are fully caught up with the leader's log and are eligible to be elected leader without data loss.	CASE_INSENSITIVE	Only replicas that are current enough to safely take over belong to this set.	Kafka & Messaging	75
What risk does enabling "unclean leader election" introduce?	A replica that is not fully caught up (not in the ISR) can be elected leader to keep the partition available, which can silently lose the most recently acknowledged messages that never replicated to it.	CONCEPT	A replica that is not fully caught up (not in the ISR) can be elected leader to keep the partition available, which can silently lose the most recently acknowledged messages that never replicated to it.	NORMALIZED_SPACING	It trades durability for availability during an outage.	Kafka & Messaging	90
What does min.insync.replicas=2 combined with acks=all guarantee together for a topic with replication factor 3?	A write is only acknowledged once at least two replicas (including the leader) have it, so the topic tolerates one broker failure without any acknowledged write being lost.	CONCEPT	A write is only acknowledged once at least two replicas (including the leader) have it, so the topic tolerates one broker failure without any acknowledged write being lost.	NORMALIZED_SPACING	Durability comes from requiring more than just the leader to have the data.	Kafka & Messaging	90
What is the "dual-write problem" when a service updates its own database and then separately publishes an event to Kafka?	The database write and the Kafka publish are two independent operations with no shared transaction, so a crash between them can leave the database updated with no event published, or an event published with no matching database change.	CONCEPT	The database write and the Kafka publish are two independent operations with no shared transaction, so a crash between them can leave the database updated with no event published, or an event published with no matching database change.	NORMALIZED_SPACING	Two systems, one intent, no atomic boundary spanning both.	Kafka & Messaging	90
What is the transactional outbox pattern?	Write the business change and a corresponding event row to an "outbox" table in the same local database transaction, then have a separate relay process read the outbox table and publish those events to Kafka, deleting or marking them once published.	CONCEPT	Write the business change and a corresponding event row to an "outbox" table in the same local database transaction, then have a separate relay process read the outbox table and publish those events to Kafka, deleting or marking them once published.	NORMALIZED_SPACING	Make the event part of the same local transaction as the business change; publish it out-of-band afterward.	Kafka & Messaging	90
Why does the outbox pattern solve the dual-write problem even though the Kafka publish still happens as a separate step afterward?	The business change and the fact that "an event needs to be published" are committed atomically in one local transaction; the relay's job is just to guarantee that recorded outbox row is eventually published at least once, which is a simpler, retryable problem than atomically writing to two different systems.	CONCEPT	The business change and the fact that "an event needs to be published" are committed atomically in one local transaction; the relay's job is just to guarantee that recorded outbox row is eventually published at least once, which is a simpler, retryable problem than atomically writing to two different systems.	NORMALIZED_SPACING	Atomicity moves to the single database transaction; publishing becomes an at-least-once retry loop.	Kafka & Messaging	90
What is change data capture (CDC), and how is it used as an alternative outbox relay?	CDC tools (such as Debezium) read a database's transaction/replication log directly and stream row changes as events, which can publish outbox table inserts to Kafka without the application needing a separate polling relay process.	CONCEPT	CDC tools (such as Debezium) read a database's transaction/replication log directly and stream row changes as events, which can publish outbox table inserts to Kafka without the application needing a separate polling relay process.	NORMALIZED_SPACING	Read the database's own change log instead of writing a custom polling job.	Kafka & Messaging	90
Since the outbox relay delivers at-least-once, what must the eventual Kafka consumers of outbox-originated events still be?	Idempotent, because the relay can publish the same outbox event more than once (for example after a crash and retry before marking it published).	CONCEPT	Idempotent, because the relay can publish the same outbox event more than once (for example after a crash and retry before marking it published).	NORMALIZED_SPACING	The outbox pattern removes lost events, not duplicate events.	Kafka & Messaging	75
A consumer fails to process a message due to a transient downstream outage. What is the usual first-line strategy before giving up on the message entirely?	Retry with backoff, often by republishing the message to a dedicated retry topic (or delaying redelivery) a bounded number of times, rather than blocking the main partition or discarding the message immediately.	CONCEPT	Retry with backoff, often by republishing the message to a dedicated retry topic (or delaying redelivery) a bounded number of times, rather than blocking the main partition or discarding the message immediately.	NORMALIZED_SPACING	Give transient failures a few bounded chances before treating them as permanent.	Kafka & Messaging	90
What is a dead-letter queue (DLQ) in a messaging pipeline?	A separate topic (or queue) where messages are routed after exhausting their retry attempts, so they stop blocking the main processing pipeline while remaining available for inspection or manual reprocessing.	RECALL	A separate topic (or queue) where messages are routed after exhausting their retry attempts, so they stop blocking the main processing pipeline while remaining available for inspection or manual reprocessing.	CASE_INSENSITIVE	It quarantines messages that could not be handled, instead of losing or blocking on them.	Kafka & Messaging	75
Why is a single consumer that retries a failing message forever, in place, dangerous for a partition's overall throughput?	Because processing within a partition is ordered, a stuck message blocks every message behind it in the same partition from being processed at all, so one bad message can stall an entire partition indefinitely.	CONCEPT	Because processing within a partition is ordered, a stuck message blocks every message behind it in the same partition from being processed at all, so one bad message can stall an entire partition indefinitely.	NORMALIZED_SPACING	Per-partition ordering means one poison message can wedge everything behind it.	Kafka & Messaging	90
Why should a DLQ message typically preserve the original message's metadata (topic, partition, offset, headers, error) rather than just the raw payload?	That metadata lets an on-call engineer or reprocessing tool understand why the message failed and where it came from, and safely replay it back to the original topic once the underlying issue is fixed.	CONCEPT	That metadata lets an on-call engineer or reprocessing tool understand why the message failed and where it came from, and safely replay it back to the original topic once the underlying issue is fixed.	NORMALIZED_SPACING	The payload alone doesn't explain the failure or how to recover from it.	Kafka & Messaging	90
Why does bumping max.poll.records too high on a slow consumer risk triggering unwanted rebalances?	If processing the fetched batch takes longer than max.poll.interval.ms, the broker assumes the consumer has died and reassigns its partitions, even though the consumer was just still working through a large batch.	CONCEPT	If processing the fetched batch takes longer than max.poll.interval.ms, the broker assumes the consumer has died and reassigns its partitions, even though the consumer was just still working through a large batch.	NORMALIZED_SPACING	The broker's liveness check is based on how often you call poll, not on how much work you're doing.	Kafka & Messaging	90
What is the difference between a Kafka topic using log compaction and one using time/size-based retention?	A compacted topic keeps only the latest value per key forever (deleting only superseded values for the same key), while a retention-based topic deletes entire old messages after a fixed time or size limit regardless of key.	CONCEPT	A compacted topic keeps only the latest value per key forever (deleting only superseded values for the same key), while a retention-based topic deletes entire old messages after a fixed time or size limit regardless of key.	NORMALIZED_SPACING	Compaction keeps "the latest state per key"; retention keeps "everything for N days."	Kafka & Messaging	90
Why would an outbox table's events be a good fit for a compacted Kafka topic keyed by entity ID, in some use cases?	If only the latest state of each entity matters to downstream consumers (not the full history of intermediate changes), compaction keeps storage bounded while guaranteeing the newest value per key is never lost.	CONCEPT	If only the latest state of each entity matters to downstream consumers (not the full history of intermediate changes), compaction keeps storage bounded while guaranteeing the newest value per key is never lost.	NORMALIZED_SPACING	Use compaction when consumers only care about "current state," not the full event history.	Kafka & Messaging	90
