front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why do production systems typically use short-lived access tokens paired with longer-lived refresh tokens, instead of one long-lived access token?	A short expiry limits the damage window if an access token leaks, since it becomes useless soon after, while the refresh token (used less often and more tightly protected) lets the client keep getting fresh access tokens without repeated user logins.	CONCEPT	A short expiry limits the damage window if an access token leaks, since it becomes useless soon after, while the refresh token (used less often and more tightly protected) lets the client keep getting fresh access tokens without repeated user logins.	NORMALIZED_SPACING	Short-lived tokens shrink the blast radius of a leaked token.	OAuth2/OIDC & Service Auth	90
What is refresh token rotation, and what security property does it add?	Each time a refresh token is used, the server issues a brand-new refresh token and invalidates the old one; if an old, already-rotated refresh token is ever presented again, that signals theft/replay and the server can revoke the whole token family.	CONCEPT	Each time a refresh token is used, the server issues a brand-new refresh token and invalidates the old one; if an old, already-rotated refresh token is ever presented again, that signals theft/replay and the server can revoke the whole token family.	NORMALIZED_SPACING	A reused "old" refresh token is a red flag that someone else has a copy.	OAuth2/OIDC & Service Auth	90
What are the three dot-separated parts of a JWT?	Header, payload (claims), and signature.	RECALL	["Header, payload, signature","header payload signature"]	CASE_INSENSITIVE	Each part is base64url-encoded and separated by a period.	OAuth2/OIDC & Service Auth	45
Why is it insecure for a resource server to trust a JWT's claims without verifying its signature?	Anyone can construct a JWT with arbitrary claims (including base64-decoding and editing an existing one), so without signature verification against the issuer's known public key, a forged token with fabricated permissions would be accepted as genuine.	CONCEPT	Anyone can construct a JWT with arbitrary claims (including base64-decoding and editing an existing one), so without signature verification against the issuer's known public key, a forged token with fabricated permissions would be accepted as genuine.	NORMALIZED_SPACING	Readable is not the same as trustworthy; only the signature proves authenticity.	OAuth2/OIDC & Service Auth	90
What does the "aud" (audience) claim in a JWT protect against if properly validated?	Token replay across services: a token issued for one specific resource server should be rejected by a different resource server, even though the signature itself is valid, if that server is not in the token's intended audience.	CONCEPT	Token replay across services: a token issued for one specific resource server should be rejected by a different resource server, even though the signature itself is valid, if that server is not in the token's intended audience.	NORMALIZED_SPACING	A valid signature only proves who issued it, not who it was meant for.	OAuth2/OIDC & Service Auth	90
What is a JWKS (JSON Web Key Set) endpoint used for?	It publishes the authorization server's current public signing keys (with key IDs) so resource servers can fetch them and verify JWT signatures without a shared secret, and can pick up rotated keys automatically.	CONCEPT	It publishes the authorization server's current public signing keys (with key IDs) so resource servers can fetch them and verify JWT signatures without a shared secret, and can pick up rotated keys automatically.	NORMALIZED_SPACING	It lets verifiers fetch the current public keys instead of hardcoding one.	OAuth2/OIDC & Service Auth	90
Why is revoking a single, already-issued, self-contained JWT before its expiration difficult compared to a server-side session?	The JWT's claims are self-contained and independently verifiable by any resource server via signature alone, so unless every verifier also checks a revocation/deny list on every request, an "invalidated" token remains valid until it naturally expires.	CONCEPT	The JWT's claims are self-contained and independently verifiable by any resource server via signature alone, so unless every verifier also checks a revocation/deny list on every request, an "invalidated" token remains valid until it naturally expires.	NORMALIZED_SPACING	Statelessness that helps performance also makes early revocation harder.	OAuth2/OIDC & Service Auth	90
A resource server rejects otherwise-valid JWTs from a different but legitimate server because their clocks differ by a few seconds around the token's "exp" or "nbf" time. What is the usual fix?	Allow a small clock-skew tolerance (a leeway of a few seconds to a couple of minutes) when validating time-based claims, since perfectly synchronized clocks across independent systems cannot be assumed.	CONCEPT	Allow a small clock-skew tolerance (a leeway of a few seconds to a couple of minutes) when validating time-based claims, since perfectly synchronized clocks across independent systems cannot be assumed.	NORMALIZED_SPACING	Real clocks drift; time-based validation needs some tolerance.	OAuth2/OIDC & Service Auth	90
What is an OAuth2 "scope"?	A string representing a specific permission or capability being requested/granted (for example, "read:orders"), which the resource server can check against before allowing an action, distinct from the user's overall identity or role.	RECALL	A string representing a specific permission or capability being requested/granted (for example, "read:orders"), which the resource server can check against before allowing an action, distinct from the user's overall identity or role.	CASE_INSENSITIVE	Scopes describe "what this token can do," narrower than the user's full identity.	OAuth2/OIDC & Service Auth	75
What is token introspection used for, and when is it especially necessary compared to just decoding a JWT?	An endpoint on the authorization server that a resource server calls to check whether a token is currently valid and get its metadata; it is necessary for opaque (non-self-contained) tokens that cannot simply be decoded and locally verified.	CONCEPT	An endpoint on the authorization server that a resource server calls to check whether a token is currently valid and get its metadata; it is necessary for opaque (non-self-contained) tokens that cannot simply be decoded and locally verified.	NORMALIZED_SPACING	Opaque tokens need to ask the issuer directly; JWTs can often be checked locally.	OAuth2/OIDC & Service Auth	90
What is the key trade-off between opaque access tokens and self-contained JWT access tokens?	Opaque tokens require a network call (introspection) to the authorization server on every validation but can be revoked immediately; JWTs can be verified locally without a network call for speed, but are harder to revoke before they expire.	CONCEPT	Opaque tokens require a network call (introspection) to the authorization server on every validation but can be revoked immediately; JWTs can be verified locally without a network call for speed, but are harder to revoke before they expire.	NORMALIZED_SPACING	Fast-but-hard-to-revoke versus slower-but-instantly-revocable.	OAuth2/OIDC & Service Auth	90
What is mutual TLS (mTLS) used for in service-to-service authentication?	Both the client service and the server service present and verify each other's TLS certificates, so each side cryptographically proves its identity to the other, not just the server proving its identity to the client as in normal TLS.	CONCEPT	Both the client service and the server service present and verify each other's TLS certificates, so each side cryptographically proves its identity to the other, not just the server proving its identity to the client as in normal TLS.	NORMALIZED_SPACING	Normal TLS proves the server's identity; mTLS makes the client prove its identity too.	OAuth2/OIDC & Service Auth	90
In a service mesh (such as Istio or Linkerd), why is mTLS between services often handled by sidecar proxies instead of application code?	The sidecar intercepts and encrypts traffic transparently, issuing and rotating short-lived certificates automatically, so individual services don't each need to implement certificate management and mutual authentication themselves.	CONCEPT	The sidecar intercepts and encrypts traffic transparently, issuing and rotating short-lived certificates automatically, so individual services don't each need to implement certificate management and mutual authentication themselves.	NORMALIZED_SPACING	Push a cross-cutting concern into shared infrastructure instead of every service reimplementing it.	OAuth2/OIDC & Service Auth	90
What is the key difference between a static API key and an OAuth2 access token for authenticating a service call?	An API key is typically a long-lived, coarse-grained shared secret with no built-in expiry or standardized scoping, while an OAuth2 access token is normally short-lived, scoped to specific permissions, and issued through a standardized flow that supports rotation and auditing.	CONCEPT	An API key is typically a long-lived, coarse-grained shared secret with no built-in expiry or standardized scoping, while an OAuth2 access token is normally short-lived, scoped to specific permissions, and issued through a standardized flow that supports rotation and auditing.	NORMALIZED_SPACING	API keys are usually "forever and everything"; OAuth2 tokens are usually "briefly and specifically."	OAuth2/OIDC & Service Auth	90
What is the difference between an OAuth2 confidential client and a public client?	A confidential client can securely store a secret (for example, a backend server), while a public client cannot reliably keep a secret confidential (for example, a mobile app or single-page app running on a user's device), which changes which grant types and protections it should use.	CONCEPT	A confidential client can securely store a secret (for example, a backend server), while a public client cannot reliably keep a secret confidential (for example, a mobile app or single-page app running on a user's device), which changes which grant types and protections it should use.	NORMALIZED_SPACING	Can it keep a secret? That answers what flow it should use.	OAuth2/OIDC & Service Auth	90
Why are the OAuth2 implicit grant and resource owner password credentials grant now discouraged in favor of authorization code with PKCE?	The implicit grant exposes access tokens directly in the browser URL fragment with no client authentication, and the password grant requires the client to directly handle the user's raw credentials; both have weaker security properties than a code-exchange flow with PKCE.	CONCEPT	The implicit grant exposes access tokens directly in the browser URL fragment with no client authentication, and the password grant requires the client to directly handle the user's raw credentials; both have weaker security properties than a code-exchange flow with PKCE.	NORMALIZED_SPACING	Both older grants expose more sensitive material to more parties than necessary.	OAuth2/OIDC & Service Auth	90
An internal microservice calls another internal microservice on behalf of an authenticated end user, and the downstream service needs to know which user's request this is. What is a common way to carry that context forward safely?	Propagate the user's original access token (or a derived, appropriately scoped token) along the call chain, so downstream services can validate it and see the same subject/claims rather than the caller asserting the user's identity unverified.	CONCEPT	Propagate the user's original access token (or a derived, appropriately scoped token) along the call chain, so downstream services can validate it and see the same subject/claims rather than the caller asserting the user's identity unverified.	NORMALIZED_SPACING	Forward a verifiable token, not just a trusted claim from the calling service.	OAuth2/OIDC & Service Auth	90
Predict what an OIDC-compliant authorization server's discovery document is typically served at.	/.well-known/openid-configuration	RECALL	["/.well-known/openid-configuration",".well-known/openid-configuration"]	CASE_INSENSITIVE	It is a well-known URL suffix defined by the OIDC discovery specification.	OAuth2/OIDC & Service Auth	45
