front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What is a graceful degradation (fallback) response, such as showing cached or default recommendations when the recommendation service is down?	Returning a reduced but still useful response when a non-critical dependency fails, so the overall user experience stays functional (if less personalized or complete) instead of failing the entire request just because one optional dependency is unavailable.	CONCEPT	Returning a reduced but still useful response when a non-critical dependency fails, so the overall user experience stays functional (if less personalized or complete) instead of failing the entire request just because one optional dependency is unavailable.	NORMALIZED_SPACING	Degrade the experience for one broken piece instead of failing the whole request.	Failure Scenarios & Resilience	90
What is the difference between a Kubernetes liveness probe and a readiness probe?	A liveness probe checks whether the process is still functioning and should be restarted if it fails repeatedly; a readiness probe checks whether the instance is currently able to serve traffic well, and a failing readiness probe just removes it from the load balancer's rotation without restarting it.	CONCEPT	A liveness probe checks whether the process is still functioning and should be restarted if it fails repeatedly; a readiness probe checks whether the instance is currently able to serve traffic well, and a failing readiness probe just removes it from the load balancer's rotation without restarting it.	NORMALIZED_SPACING	One decides "should this process be killed"; the other decides "should this instance get traffic right now."	Failure Scenarios & Resilience	90
An instance is temporarily overwhelmed and slow, but not actually broken, and its readiness probe correctly starts failing. Why would restarting the process (as a liveness failure would) be the wrong response here?	Restarting a merely overloaded (but otherwise healthy) instance doesn't fix the underlying overload and just adds the cost and disruption of a restart; removing it from traffic rotation via the readiness probe until it recovers is the more appropriate response.	CONCEPT	Restarting a merely overloaded (but otherwise healthy) instance doesn't fix the underlying overload and just adds the cost and disruption of a restart; removing it from traffic rotation via the readiness probe until it recovers is the more appropriate response.	NORMALIZED_SPACING	Overloaded is not the same failure mode as broken; the response should match the actual problem.	Failure Scenarios & Resilience	90
In what order should timeouts, retries, and a circuit breaker typically be composed around an outbound call?	A timeout bounds each individual attempt, retries (with backoff) wrap around a bounded number of timed-out attempts, and the circuit breaker wraps the whole retrying call so that once failures cross a threshold, further calls (and their retries) are skipped entirely until the breaker allows trial requests again.	CONCEPT	A timeout bounds each individual attempt, retries (with backoff) wrap around a bounded number of timed-out attempts, and the circuit breaker wraps the whole retrying call so that once failures cross a threshold, further calls (and their retries) are skipped entirely until the breaker allows trial requests again.	NORMALIZED_SPACING	Bound one attempt, then bound how many attempts, then bound whether to attempt at all.	Failure Scenarios & Resilience	90
During a database primary failover, why might writes fail or time out for a short window even though a healthy replica exists and gets promoted?	Detecting the primary's failure, electing/promoting a replica to the new primary, and updating routing/DNS so clients connect to the new primary all take some non-zero time, during which no node is accepting writes as the confirmed primary.	CONCEPT	Detecting the primary's failure, electing/promoting a replica to the new primary, and updating routing/DNS so clients connect to the new primary all take some non-zero time, during which no node is accepting writes as the confirmed primary.	NORMALIZED_SPACING	Detection, promotion, and re-routing all take real time before writes can resume.	Failure Scenarios & Resilience	90
What is "split-brain" in a database failover scenario, and why is it dangerous?	Two nodes each believe they are the primary (for example, due to a network partition isolating the old primary rather than actually crashing it) and both accept writes independently, which can cause conflicting, divergent data that is difficult or impossible to reconcile afterward.	CONCEPT	Two nodes each believe they are the primary (for example, due to a network partition isolating the old primary rather than actually crashing it) and both accept writes independently, which can cause conflicting, divergent data that is difficult or impossible to reconcile afterward.	NORMALIZED_SPACING	Two "primaries" accepting writes at once means the data can permanently diverge.	Failure Scenarios & Resilience	90
Right after a failover promotes a replica to primary, why might a client that reads from a (different) read replica still see stale data for a while?	Read replicas replicate asynchronously and can lag behind the primary; the promotion changes which node is primary, but it doesn't instantly catch up every other replica's replication lag, so reads from a lagging replica can still return data older than what was just written to the new primary.	CONCEPT	Read replicas replicate asynchronously and can lag behind the primary; the promotion changes which node is primary, but it doesn't instantly catch up every other replica's replication lag, so reads from a lagging replica can still return data older than what was just written to the new primary.	NORMALIZED_SPACING	Promotion fixes who accepts writes; it doesn't fix existing replication lag elsewhere.	Failure Scenarios & Resilience	90
A request fans out to five downstream services in parallel to build one response, and two of the five calls fail while three succeed. Name two reasonable strategies for handling this partial failure.	Return a partial response with the successful data and clearly flag which sections are missing/degraded, or fail the entire request if all five results are required for correctness; the right choice depends on whether the missing data is essential or merely supplementary.	CONCEPT	Return a partial response with the successful data and clearly flag which sections are missing/degraded, or fail the entire request if all five results are required for correctness; the right choice depends on whether the missing data is essential or merely supplementary.	NORMALIZED_SPACING	Decide upfront whether each fan-out call is required or optional for a correct response.	Failure Scenarios & Resilience	90
Why must a retried request after a timeout be idempotent, given that the original request may have actually succeeded on the server even though the client never saw the response?	If the original request already completed its side effects and the client retries because it merely didn't receive the response, a non-idempotent retry (like "create order" again) would duplicate that side effect; only an idempotent retry is safe regardless of whether the first attempt secretly succeeded.	CONCEPT	If the original request already completed its side effects and the client retries because it merely didn't receive the response, a non-idempotent retry (like "create order" again) would duplicate that side effect; only an idempotent retry is safe regardless of whether the first attempt secretly succeeded.	NORMALIZED_SPACING	A timeout tells you the response was lost, not whether the work was actually done.	Failure Scenarios & Resilience	90
What is chaos engineering?	Deliberately injecting controlled failures (killing instances, adding latency, dropping network traffic) into a system, often in production, to verify that its resilience mechanisms (retries, failover, circuit breakers) actually work as designed rather than assuming they do.	RECALL	Deliberately injecting controlled failures (killing instances, adding latency, dropping network traffic) into a system, often in production, to verify that its resilience mechanisms (retries, failover, circuit breakers) actually work as designed rather than assuming they do.	CASE_INSENSITIVE	Test your resilience assumptions by actually breaking things on purpose.	Failure Scenarios & Resilience	90
Why does an unbounded, ever-growing database connection pool not actually fix an application that's slow because the database itself is overloaded?	The database has a finite capacity to process concurrent work regardless of how many connections are opened to it; adding more connections just means more concurrent queries competing for the same limited database resources, which can make contention (and overall latency) worse instead of better.	CONCEPT	The database has a finite capacity to process concurrent work regardless of how many connections are opened to it; adding more connections just means more concurrent queries competing for the same limited database resources, which can make contention (and overall latency) worse instead of better.	NORMALIZED_SPACING	More connections doesn't create more real database capacity underneath them.	Failure Scenarios & Resilience	90
A connection pool is sized far smaller than the number of concurrent requests trying to use it during a traffic spike. What does each request experience while waiting for a pooled connection to free up?	Requests queue and wait for an available connection, adding directly to their response latency; if the wait exceeds the pool's connection-acquisition timeout, the request fails with a pool-exhausted/timeout error instead of an actual database error.	CONCEPT	Requests queue and wait for an available connection, adding directly to their response latency; if the wait exceeds the pool's connection-acquisition timeout, the request fails with a pool-exhausted/timeout error instead of an actual database error.	NORMALIZED_SPACING	A busy pool adds queueing delay, and eventually a distinct kind of timeout, before the database is even reached.	Failure Scenarios & Resilience	90
Why should rate limiting be applied at a service's edge/gateway in addition to (not instead of) resilience patterns like circuit breakers deeper in the call chain?	Rate limiting at the edge prevents excessive load from reaching the service at all, protecting shared downstream resources proactively, while circuit breakers deeper in the chain react to failures that have already started happening; the two are complementary, not redundant.	CONCEPT	Rate limiting at the edge prevents excessive load from reaching the service at all, protecting shared downstream resources proactively, while circuit breakers deeper in the chain react to failures that have already started happening; the two are complementary, not redundant.	NORMALIZED_SPACING	One prevents overload from starting; the other reacts once something is already failing.	Failure Scenarios & Resilience	90
What does "deadline propagation" mean when service A calls service B which calls service C?	A's original deadline (how much total time is left before the caller gives up) is passed along to B and then to C, so every downstream hop knows how much time actually remains for the whole chain instead of each hop independently assuming it has its own full timeout budget.	CONCEPT	A's original deadline (how much total time is left before the caller gives up) is passed along to B and then to C, so every downstream hop knows how much time actually remains for the whole chain instead of each hop independently assuming it has its own full timeout budget.	NORMALIZED_SPACING	Pass along "how much time is actually left," not a fresh full timeout at every hop.	Failure Scenarios & Resilience	90
A security-critical authorization check depends on a call to an external policy service that is temporarily unreachable. Should the request typically "fail open" (allow it) or "fail closed" (deny it), and why?	Fail closed (deny), because for security-sensitive checks the safer default under uncertainty is to deny access rather than risk granting access that should have been denied; failing open trades a known safety property for availability in exactly the case where that trade is usually unacceptable.	CONCEPT	Fail closed (deny), because for security-sensitive checks the safer default under uncertainty is to deny access rather than risk granting access that should have been denied; failing open trades a known safety property for availability in exactly the case where that trade is usually unacceptable.	NORMALIZED_SPACING	When you can't verify a security decision, the safe default is to deny, not to allow.	Failure Scenarios & Resilience	90
Why is "fail open" sometimes the accepted choice for a non-critical dependency, such as an optional feature-flag service being unreachable?	If the worst case of guessing wrong is a minor, low-risk inconvenience (like showing a default feature configuration) rather than a security or correctness violation, allowing the request to proceed with a safe default often preserves availability without meaningful downside.	CONCEPT	If the worst case of guessing wrong is a minor, low-risk inconvenience (like showing a default feature configuration) rather than a security or correctness violation, allowing the request to proceed with a safe default often preserves availability without meaningful downside.	NORMALIZED_SPACING	The right default depends on how bad the worst case of "wrongly allowed" actually is.	Failure Scenarios & Resilience	90
