front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What does "GC overhead limit exceeded" mean when it appears as part of an OutOfMemoryError?	The JVM detected it is spending an excessive proportion of CPU time doing garbage collection while reclaiming very little heap space each time, indicating the application is effectively out of usable memory even though a full OutOfMemoryError hadn't yet been thrown.	CONCEPT	The JVM detected it is spending an excessive proportion of CPU time doing garbage collection while reclaiming very little heap space each time, indicating the application is effectively out of usable memory even though a full OutOfMemoryError hadn't yet been thrown.	NORMALIZED_SPACING	Working almost constantly at GC for almost no benefit is itself treated as a fatal condition.	JVM/GC & Performance	90
What do the -Xms and -Xmx JVM flags configure?	-Xms sets the initial heap size and -Xmx sets the maximum heap size the JVM is allowed to grow to.	RECALL	["-Xms sets initial heap size and -Xmx sets maximum heap size","initial and maximum heap size"]	CASE_INSENSITIVE	One is the starting size, the other is the ceiling.	JVM/GC & Performance	60
Why might setting -Xms equal to -Xmx be recommended for a production service with a known, stable memory footprint?	It avoids the overhead and pause behavior of the JVM having to repeatedly resize the heap at runtime, since the heap starts at its full intended size instead of growing incrementally under load.	CONCEPT	It avoids the overhead and pause behavior of the JVM having to repeatedly resize the heap at runtime, since the heap starts at its full intended size instead of growing incrementally under load.	NORMALIZED_SPACING	Skip the resizing work by starting already at the size you know you'll need.	JVM/GC & Performance	90
A service's static field holds a growing List that entries are added to but never removed from. What is this a textbook example of, and why does the garbage collector not clean it up?	A memory leak: the objects in the list are still reachable through the static reference, so the garbage collector correctly considers them "in use" and will never reclaim them, even though the application logically has no more use for the old entries.	CONCEPT	A memory leak: the objects in the list are still reachable through the static reference, so the garbage collector correctly considers them "in use" and will never reclaim them, even though the application logically has no more use for the old entries.	NORMALIZED_SPACING	Reachable-but-unused is invisible to a garbage collector that only tracks reachability.	JVM/GC & Performance	90
Why can an unbounded, never-cleared ThreadLocal cause a memory leak specifically in a thread-pooled server?	Threads in a pool are reused indefinitely rather than destroyed after each request, so a value set into a ThreadLocal and never removed stays attached to that pooled thread and accumulates across many unrelated requests instead of being cleaned up when the "logical" task ends.	CONCEPT	Threads in a pool are reused indefinitely rather than destroyed after each request, so a value set into a ThreadLocal and never removed stays attached to that pooled thread and accumulates across many unrelated requests instead of being cleaned up when the "logical" task ends.	NORMALIZED_SPACING	Pooled threads never die, so anything you forget to clear from them never gets cleared either.	JVM/GC & Performance	90
What does escape analysis let the JIT compiler do with an object that provably never leaves the scope of a method (never "escapes")?	Allocate it on the stack (or eliminate the allocation entirely via scalar replacement) instead of the heap, avoiding garbage collection overhead entirely for that object.	CONCEPT	Allocate it on the stack (or eliminate the allocation entirely via scalar replacement) instead of the heap, avoiding garbage collection overhead entirely for that object.	NORMALIZED_SPACING	If an object never leaks out of a method, it may never need to live on the heap at all.	JVM/GC & Performance	90
Why do microbenchmarks of JIT-compiled Java code need a "warm-up" period before measuring, and what happens if you skip it?	The JIT compiler starts by interpreting bytecode and only compiles hot methods to optimized native code after they run enough times, so measurements taken immediately reflect slow interpreted/partially-optimized execution rather than the JVM's steady-state performance.	CONCEPT	The JIT compiler starts by interpreting bytecode and only compiles hot methods to optimized native code after they run enough times, so measurements taken immediately reflect slow interpreted/partially-optimized execution rather than the JVM's steady-state performance.	NORMALIZED_SPACING	Early runs measure the interpreter and early compilation, not the JVM's eventual optimized speed.	JVM/GC & Performance	90
What is the JVM's Metaspace used for, and how does it differ from the old PermGen it replaced?	Metaspace holds class metadata (loaded class definitions, method info); unlike PermGen, it is allocated from native memory rather than the Java heap and by default grows dynamically instead of being a small, fixed-size region that was a common source of OutOfMemoryError.	CONCEPT	Metaspace holds class metadata (loaded class definitions, method info); unlike PermGen, it is allocated from native memory rather than the Java heap and by default grows dynamically instead of being a small, fixed-size region that was a common source of OutOfMemoryError.	NORMALIZED_SPACING	Same purpose as PermGen (class metadata), different memory area and default growth behavior.	JVM/GC & Performance	90
What is the difference between a SoftReference and a WeakReference for garbage collection purposes?	A SoftReference's referent is only cleared when the JVM needs to free memory (useful for memory-sensitive caches), while a WeakReference's referent is cleared at the next garbage collection cycle as soon as it has no other strong references, regardless of memory pressure.	CONCEPT	A SoftReference's referent is only cleared when the JVM needs to free memory (useful for memory-sensitive caches), while a WeakReference's referent is cleared at the next garbage collection cycle as soon as it has no other strong references, regardless of memory pressure.	NORMALIZED_SPACING	Soft references hang on until memory is actually tight; weak references let go as soon as nothing else needs them.	JVM/GC & Performance	90
Why are finalizers (overriding Object.finalize()) discouraged in favor of try-with-resources or java.lang.ref.Cleaner for resource cleanup?	Finalizers run at an unpredictable time (or possibly never), can delay garbage collection, and can resurrect objects, whereas try-with-resources cleans up deterministically at a known point and Cleaner offers a safer, non-resurrecting mechanism tied to reachability.	CONCEPT	Finalizers run at an unpredictable time (or possibly never), can delay garbage collection, and can resurrect objects, whereas try-with-resources cleans up deterministically at a known point and Cleaner offers a safer, non-resurrecting mechanism tied to reachability.	NORMALIZED_SPACING	Unpredictable timing and resurrection risk are why finalizers fell out of favor.	JVM/GC & Performance	90
Predict the output:  Integer a = 100; Integer b = 100; System.out.println(a == b);	true	CODE_OUTPUT	["true","true (cached Integer)"]	NORMALIZED_SPACING	Autoboxed Integers in the range -128 to 127 are served from a shared cache.	JVM/GC & Performance	75
Predict the output:  Integer a = 200; Integer b = 200; System.out.println(a == b);	false	CODE_OUTPUT	false	NORMALIZED_SPACING	200 is outside the Integer cache's default range of -128 to 127, so two distinct boxed objects are created.	JVM/GC & Performance	75
Why does using == instead of .equals() on boxed types like Integer sometimes appear to work correctly in small test values (like 100) but fail for larger ones (like 200)?	The JVM caches boxed Integer instances for the range -128 to 127 by default, so small values happen to reuse the same cached object and == passes by coincidence, while values outside that range are freshly allocated distinct objects, making == compare references rather than values.	CONCEPT	The JVM caches boxed Integer instances for the range -128 to 127 by default, so small values happen to reuse the same cached object and == passes by coincidence, while values outside that range are freshly allocated distinct objects, making == compare references rather than values.	NORMALIZED_SPACING	It only "works" by accident, because of an internal cache range, not because == is safe for boxed types.	JVM/GC & Performance	90
Why is repeatedly concatenating strings with + inside a large loop a performance problem, and what is the standard fix?	Each + concatenation on String (which is immutable) creates a brand-new String object, so a loop of N concatenations can allocate roughly N intermediate strings; using a StringBuilder and calling append() in the loop mutates one buffer instead of allocating repeatedly.	CONCEPT	Each + concatenation on String (which is immutable) creates a brand-new String object, so a loop of N concatenations can allocate roughly N intermediate strings; using a StringBuilder and calling append() in the loop mutates one buffer instead of allocating repeatedly.	NORMALIZED_SPACING	Immutable strings mean every += is really a brand-new allocation.	JVM/GC & Performance	90
What is a JVM safepoint, and why do stop-the-world garbage collection pauses need one?	A safepoint is a point during execution where a thread's state is consistent and safe to inspect or pause (for example, all its object references are in known locations); the JVM must bring every thread to a safepoint before a stop-the-world GC pause can safely begin.	CONCEPT	A safepoint is a point during execution where a thread's state is consistent and safe to inspect or pause (for example, all its object references are in known locations); the JVM must bring every thread to a safepoint before a stop-the-world GC pause can safely begin.	NORMALIZED_SPACING	Every thread has to reach a "safe to pause" moment before the whole world can actually stop.	JVM/GC & Performance	90
A production service shows periodic latency spikes that correlate exactly with full GC log entries. What does this strongly suggest about the root cause, and what two levers can help?	Stop-the-world garbage collection pauses are the direct cause of the latency spikes; levers include tuning the collector/heap sizing (for example, switching to a lower-pause collector or adjusting generation sizes) and reducing the allocation/promotion rate that's triggering frequent full GCs in the first place.	CONCEPT	Stop-the-world garbage collection pauses are the direct cause of the latency spikes; levers include tuning the collector/heap sizing (for example, switching to a lower-pause collector or adjusting generation sizes) and reducing the allocation/promotion rate that's triggering frequent full GCs in the first place.	NORMALIZED_SPACING	Correlated timing with GC logs is strong evidence GC pauses are the culprit, not a coincidence.	JVM/GC & Performance	90
Why can a large, long-lived cache stored entirely as strongly-referenced objects in the old generation increase the frequency and length of full GC pauses, even if the cache itself never causes an OutOfMemoryError?	More live data in the old generation means every full GC has more reachable objects to trace and more space to compact, directly increasing the time each full collection takes, even though that data is legitimately "in use" and not a leak.	CONCEPT	More live data in the old generation means every full GC has more reachable objects to trace and more space to compact, directly increasing the time each full collection takes, even though that data is legitimately "in use" and not a leak.	NORMALIZED_SPACING	Legitimate live data still costs GC time to trace and compact; it doesn't have to be a leak to hurt pause times.	JVM/GC & Performance	90
