front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Which isolation level is required to eliminate write skew in the standard SQL model?	Serializable.	RECALL	Serializable	CASE_INSENSITIVE	It behaves as if transactions ran one at a time.	DB Transactions & Locking	30
Why do teams usually avoid running every transaction at the Serializable isolation level?	Serializable isolation typically requires more locking, retries, or validation overhead, which reduces throughput and increases contention under concurrent load.	CONCEPT	Serializable isolation typically requires more locking, retries, or validation overhead, which reduces throughput and increases contention under concurrent load.	NORMALIZED_SPACING	Stronger correctness guarantees usually cost concurrency.	DB Transactions & Locking	75
What is the core difference between optimistic and pessimistic locking?	Pessimistic locking blocks other transactions from touching a row up front; optimistic locking lets transactions proceed and only checks for conflicts at commit time, retrying on failure.	CONCEPT	Pessimistic locking blocks other transactions from touching a row up front; optimistic locking lets transactions proceed and only checks for conflicts at commit time, retrying on failure.	NORMALIZED_SPACING	One blocks early, the other detects late.	DB Transactions & Locking	75
How does optimistic locking with a version column detect a lost update?	The update statement includes a WHERE clause checking the version read earlier; if another transaction already changed the row, the version no longer matches, zero rows are updated, and the application knows to retry.	CONCEPT	The update statement includes a WHERE clause checking the version read earlier; if another transaction already changed the row, the version no longer matches, zero rows are updated, and the application knows to retry.	NORMALIZED_SPACING	Zero rows affected is the signal that someone else won the race.	DB Transactions & Locking	90
Write a SQL statement that increments a product's stock atomically without a separate read-then-write step.	UPDATE products SET stock = stock + 1 WHERE id = 42;	SQL_QUERY	["UPDATE products SET stock = stock + 1 WHERE id = 42;","UPDATE products SET stock = stock + 1 WHERE id = 42"]	NORMALIZED_SPACING	Let the database perform the read-modify-write in one statement instead of the application doing it in two steps.	DB Transactions & Locking	60
Write a SQL statement that locks an order row for update inside a transaction so no other transaction can modify it until commit.	SELECT * FROM orders WHERE id = 100 FOR UPDATE;	SQL_QUERY	["SELECT * FROM orders WHERE id = 100 FOR UPDATE;","SELECT * FROM orders WHERE id = 100 FOR UPDATE"]	NORMALIZED_SPACING	This is pessimistic row-level locking inside an explicit transaction.	DB Transactions & Locking	60
A background worker pool pulls pending jobs from a jobs table using SELECT ... FOR UPDATE, but concurrent workers keep blocking each other on the same rows. Which clause lets each worker skip rows already locked by another worker instead of waiting?	SKIP LOCKED.	RECALL	["SKIP LOCKED","FOR UPDATE SKIP LOCKED"]	CASE_INSENSITIVE	It turns a blocking queue read into a non-blocking one.	DB Transactions & Locking	60
Write a SQL statement that selects one pending job and locks it while skipping any job rows already locked by other transactions.	SELECT * FROM jobs WHERE status = 'PENDING' ORDER BY id LIMIT 1 FOR UPDATE SKIP LOCKED;	SQL_QUERY	["SELECT * FROM jobs WHERE status = 'PENDING' ORDER BY id LIMIT 1 FOR UPDATE SKIP LOCKED;","SELECT * FROM jobs WHERE status = 'PENDING' ORDER BY id LIMIT 1 FOR UPDATE SKIP LOCKED"]	NORMALIZED_SPACING	Filter, order, cap to one row, then lock while skipping contested rows.	DB Transactions & Locking	75
What is the difference between a shared lock and an exclusive lock?	A shared lock lets multiple transactions read the same row concurrently but blocks writers; an exclusive lock is held by one transaction and blocks both readers and other writers from acquiring a conflicting lock.	CONCEPT	A shared lock lets multiple transactions read the same row concurrently but blocks writers; an exclusive lock is held by one transaction and blocks both readers and other writers from acquiring a conflicting lock.	NORMALIZED_SPACING	Many readers can share; a writer needs exclusivity.	DB Transactions & Locking	75
Two transactions each need to update accounts A and B, but transaction 1 locks A then tries to lock B, while transaction 2 locks B then tries to lock A. What production failure results?	A deadlock: each transaction holds a lock the other needs and neither can proceed, so the database detects the cycle and aborts one transaction.	CONCEPT	A deadlock: each transaction holds a lock the other needs and neither can proceed, so the database detects the cycle and aborts one transaction.	NORMALIZED_SPACING	Circular wait between two lock holders.	DB Transactions & Locking	75
What is the standard application-level fix for the deadlock caused by transactions acquiring the same set of row locks in different orders?	Always acquire locks in a single, consistent global order (for example, always lock the lower account ID first) so a circular wait can never form.	CONCEPT	Always acquire locks in a single, consistent global order (for example, always lock the lower account ID first) so a circular wait can never form.	NORMALIZED_SPACING	Consistent lock ordering removes the cycle, not just the symptom.	DB Transactions & Locking	75
When a database detects a deadlock and aborts one transaction, what should the application do?	Catch the deadlock/serialization error and retry the aborted transaction, typically with a short backoff, since the data itself was not corrupted.	CONCEPT	Catch the deadlock/serialization error and retry the aborted transaction, typically with a short backoff, since the data itself was not corrupted.	NORMALIZED_SPACING	A deadlock victim's transaction is safe to retry, not a sign of data corruption.	DB Transactions & Locking	60
What does MVCC (multi-version concurrency control) let readers do that pure locking does not?	Readers see a consistent snapshot of data without taking locks or blocking writers, because the database keeps multiple versions of a row and gives each transaction the version consistent with its snapshot.	CONCEPT	Readers see a consistent snapshot of data without taking locks or blocking writers, because the database keeps multiple versions of a row and gives each transaction the version consistent with its snapshot.	NORMALIZED_SPACING	Readers get their own version of the truth instead of waiting on writers.	DB Transactions & Locking	90
A service opens a database transaction, then makes a slow outbound HTTP call to another service before committing. Why is this a production risk?	The transaction holds its locks and consumes a database connection for the entire duration of the slow external call, which can exhaust the connection pool and cause lock contention for unrelated requests.	CONCEPT	The transaction holds its locks and consumes a database connection for the entire duration of the slow external call, which can exhaust the connection pool and cause lock contention for unrelated requests.	NORMALIZED_SPACING	Never do a slow, non-transactional call while holding a database transaction open.	DB Transactions & Locking	90
In Spring, which annotation declares that a method should run inside a database transaction?	@Transactional	RECALL	@Transactional	CASE_INSENSITIVE	It is placed on service methods that need transactional boundaries.	DB Transactions & Locking	30
What does @Transactional's REQUIRES_NEW propagation do when the method is called from within an existing transaction?	It suspends the caller's transaction and starts a brand-new, independent transaction that commits or rolls back on its own.	CONCEPT	It suspends the caller's transaction and starts a brand-new, independent transaction that commits or rolls back on its own.	NORMALIZED_SPACING	The inner unit of work becomes fully independent of the outer one.	DB Transactions & Locking	75
A @Transactional method calls another method on the same object annotated @Transactional(propagation = REQUIRES_NEW). Why does the new propagation setting not actually take effect?	Spring's transactional behavior is implemented with a proxy; calling another method through `this` bypasses the proxy, so the self-invocation never goes through the interceptor that would start a new transaction.	CONCEPT	Spring's transactional behavior is implemented with a proxy; calling another method through `this` bypasses the proxy, so the self-invocation never goes through the interceptor that would start a new transaction.	NORMALIZED_SPACING	Self-invocation skips the proxy that makes @Transactional work.	DB Transactions & Locking	90
Why does calling a lazy-loaded JPA association after the owning transaction has already closed throw a LazyInitializationException?	The lazy association is fetched on first access using the persistence context's connection, but once the transaction (and session) is closed, there is no active session left to run that query.	CONCEPT	The lazy association is fetched on first access using the persistence context's connection, but once the transaction (and session) is closed, there is no active session left to run that query.	NORMALIZED_SPACING	Lazy loading needs a live session; a closed transaction has none.	DB Transactions & Locking	90
What is a savepoint within a transaction used for?	A savepoint marks a point inside a transaction that later work can roll back to without discarding the entire transaction, allowing partial rollback.	CONCEPT	A savepoint marks a point inside a transaction that later work can roll back to without discarding the entire transaction, allowing partial rollback.	NORMALIZED_SPACING	Undo part of a transaction, not all of it.	DB Transactions & Locking	60
Why is leaving autocommit enabled risky for a sequence of related statements that must succeed or fail together?	With autocommit on, each statement commits immediately on its own, so a failure partway through the sequence leaves earlier statements permanently applied instead of rolling back as one unit.	CONCEPT	With autocommit on, each statement commits immediately on its own, so a failure partway through the sequence leaves earlier statements permanently applied instead of rolling back as one unit.	NORMALIZED_SPACING	Autocommit turns every statement into its own tiny transaction.	DB Transactions & Locking	75
What is a PostgreSQL advisory lock used for?	An application-defined lock, identified by an arbitrary key, that lets unrelated sessions coordinate exclusive access to a logical resource without locking any actual table row.	CONCEPT	An application-defined lock, identified by an arbitrary key, that lets unrelated sessions coordinate exclusive access to a logical resource without locking any actual table row.	NORMALIZED_SPACING	It is a lock on a concept you define, not on a row.	DB Transactions & Locking	75
A cron-triggered job might run on two instances simultaneously in a horizontally scaled deployment. Name one database-backed technique to ensure only one instance actually executes the job.	Have each instance try to take a PostgreSQL advisory lock (or an equivalent row-level lock) for that job's key before running; only the instance that acquires it proceeds, and the rest skip or wait.	CONCEPT	["advisory lock","use a database lock to elect a single runner"]	CASE_INSENSITIVE	Let the database act as the coordination point between identical instances.	DB Transactions & Locking	75
Why can a long-running transaction in PostgreSQL cause table bloat elsewhere in the database, even in unrelated tables?	An old open transaction prevents autovacuum from cleaning up dead row versions that might still be visible to it, so dead tuples accumulate across the database until that transaction finally commits or aborts.	CONCEPT	An old open transaction prevents autovacuum from cleaning up dead row versions that might still be visible to it, so dead tuples accumulate across the database until that transaction finally commits or aborts.	NORMALIZED_SPACING	MVCC keeps old row versions alive as long as some transaction might still need to see them.	DB Transactions & Locking	90
What database setting can abort a query automatically if it holds locks or runs longer than a configured duration?	A statement timeout (for example, PostgreSQL's statement_timeout or MySQL's innodb_lock_wait_timeout).	RECALL	["statement_timeout","lock wait timeout","innodb_lock_wait_timeout"]	CASE_INSENSITIVE	It's a safety net against runaway or stuck queries holding locks too long.	DB Transactions & Locking	60
A checkout service does: read inventory count, check if enough stock, then update inventory count, all without a transaction or row lock. Under concurrent checkouts, what bug can occur even though each individual SQL statement succeeds?	Overselling: two concurrent checkouts can both read the same stock count, both see enough inventory, and both commit their deduction, oversubscribing the available stock because neither saw the other's change.	CONCEPT	Overselling: two concurrent checkouts can both read the same stock count, both see enough inventory, and both commit their deduction, oversubscribing the available stock because neither saw the other's change.	NORMALIZED_SPACING	Check-then-act across two requests without shared locking or an atomic update.	DB Transactions & Locking	90
