front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why should foreign-key columns often have an index even though PostgreSQL does not create one automatically?	Deletes or updates of the referenced parent and joins from child to parent can otherwise scan large child tables; index the foreign-key side when workload and cardinality justify it.	CONCEPT		NORMALIZED_SPACING	Referential checks may need to find child rows efficiently.	PostgreSQL Indexes	90
Why prefer a database UNIQUE constraint over only checking uniqueness in application code?	Concurrent requests can both pass an application pre-check; the unique constraint makes the invariant atomic at the database boundary, with the application handling the resulting conflict.	CONCEPT		NORMALIZED_SPACING	Correctness belongs at the race-proof boundary.	PostgreSQL Transactions	90
What problem does INSERT ... ON CONFLICT solve?	It provides an atomic upsert or conflict-handling path against a unique constraint, avoiding a race-prone select-then-insert sequence.	CONCEPT		NORMALIZED_SPACING	Let the uniqueness constraint arbitrate concurrent inserts.	PostgreSQL Transactions	90
How do statement_timeout and lock_timeout protect a service differently?	statement_timeout bounds total execution time, while lock_timeout specifically limits how long a statement waits to acquire a lock; both prevent requests from hanging indefinitely for different reasons.	CONCEPT		NORMALIZED_SPACING	Execution budget and lock-wait budget are separate.	PostgreSQL Operations	90
What does replica lag mean for a read-after-write request?	A newly committed primary write may not yet be visible on an asynchronous replica, so routing the immediate read there can return stale state unless the product tolerates it or routing provides consistency.	CONCEPT		NORMALIZED_SPACING	Replication freshness affects user-visible consistency.	PostgreSQL Replication	90
Why should jOOQ fetchLazy or cursor-style reads be used carefully?	They can avoid loading a huge result into memory, but the underlying connection and result set remain open during consumption, so slow processing can exhaust the connection pool.	CONCEPT		NORMALIZED_SPACING	Streaming rows holds database resources longer.	jOOQ Performance	90
What is a useful advantage of jOOQ MULTISET-style nested fetching?	It can map hierarchical SQL results into nested Java structures without a client-side N+1 query pattern or error-prone manual flattening and grouping.	CONCEPT		NORMALIZED_SPACING	Build nested results in one SQL-oriented fetch.	jOOQ	90
Why is SQL RETURNING valuable in jOOQ writes?	It can return generated IDs or changed row values as part of the write operation, avoiding a separate follow-up query and reducing race windows and round trips.	CONCEPT		NORMALIZED_SPACING	Write and fetch generated state together.	jOOQ	75
When does jOOQ batching help and when can it hurt?	Batching reduces network round trips for many similar writes, but giant batches increase transaction size, memory pressure, lock duration and failure-retry cost; choose a measured batch size.	CONCEPT		NORMALIZED_SPACING	Fewer round trips versus larger transactional blast radius.	jOOQ Performance	90
How should jOOQ transaction callbacks and DSL contexts be scoped?	Use the transaction-scoped DSL context supplied for that transaction so all intended statements share the same connection and transaction; accidentally using an outer context can escape the atomic boundary.	CONCEPT		NORMALIZED_SPACING	Keep every statement on the transaction's context.	jOOQ Transactions	90
