front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What does stream laziness mean in practice?	Intermediate stream operations describe a pipeline but usually do not process elements until a terminal operation requests results, allowing fusion and short-circuiting.	CONCEPT		NORMALIZED_SPACING	No terminal operation often means no traversal.	Streams	75
Why must a reduction function be associative for reliable parallel stream reduction?	Parallel reduction combines partial results in different groupings; if the operation is not associative, regrouping changes the result and parallel execution can disagree with sequential execution.	CONCEPT		NORMALIZED_SPACING	Parallel grouping may change, so grouping must not change the answer.	Streams	90
When is a concurrent collector actually useful with a parallel stream?	It is useful when accumulation can safely happen into a shared concurrent result without encounter-order constraints; otherwise the framework may still create and merge separate partial containers.	CONCEPT		NORMALIZED_SPACING	Concurrent collection needs a compatible collector and ordering model.	Streams	90
Why can blocking work inside CompletableFuture using the common pool be risky?	Long blocking tasks can occupy ForkJoin common-pool workers intended for compute-style work, delaying unrelated futures; use an executor sized and isolated for the workload when blocking is expected.	CONCEPT		NORMALIZED_SPACING	Shared pool starvation is the risk.	Async Java	90
What does CompletableFuture.allOf not give you automatically?	It gives a future that completes when all inputs complete, but it does not collect typed results for you; you still need to retain and inspect or join the individual futures and handle their failures deliberately.	CONCEPT		NORMALIZED_SPACING	Completion coordination is not result aggregation.	Async Java	90
Why can heavy ThreadLocal usage become expensive with virtual threads?	A thread-per-task design may create very large numbers of virtual threads, so copying or retaining substantial per-thread state can consume memory and complicate context propagation; keep thread-local state small and intentional.	CONCEPT		NORMALIZED_SPACING	Cheap threads do not make per-thread state free.	Java 21	90
Why should blocking while holding a synchronized monitor be reviewed carefully with Java 21 virtual threads?	In Java 21, some blocking operations while holding a monitor can pin the carrier platform thread, reducing virtual-thread scalability; keep monitor-held blocking sections short or use appropriate alternatives.	CONCEPT		NORMALIZED_SPACING	Carrier pinning defeats part of the scalability benefit.	Java 21	90
How can a static collection create a memory leak in managed Java?	Objects referenced from a long-lived static collection remain reachable from a GC root even when the application no longer needs them, so the collector cannot reclaim them until the references are removed.	CONCEPT		NORMALIZED_SPACING	Reachability, not manual allocation, defines a Java leak.	JVM	90
What is a GC root and why does it matter when diagnosing memory leaks?	GC roots are starting points such as active thread stacks, static references, and JVM internals from which reachability is traced; a leaked object must remain reachable through some path from a root.	CONCEPT		NORMALIZED_SPACING	Find the retention path back to a root.	JVM	90
How can class loaders cause leaks in long-running Java servers?	A retired application class loader cannot be collected while threads, static registries, ThreadLocals, drivers, or callbacks still reference its classes or objects, retaining the entire loaded application graph.	CONCEPT		NORMALIZED_SPACING	One stale loader reference can retain many classes and objects.	JVM	90
Why should finalization not be used for normal resource management?	Finalization is deprecated, unpredictable, slow, and not guaranteed to run promptly; use deterministic ownership such as try-with-resources, with Cleaner only as a limited safety fallback when appropriate.	CONCEPT		NORMALIZED_SPACING	Deterministic cleanup beats GC-timed cleanup.	JVM	90
Why can Java native serialization be a security and compatibility concern?	Deserializing untrusted object graphs can invoke dangerous gadget behavior, and serialized class shape is brittle across evolution; explicit formats with controlled schemas are usually safer for service boundaries.	CONCEPT		NORMALIZED_SPACING	Arbitrary object reconstruction expands the attack surface.	Core Java Interview	90
What does strong encapsulation in the Java module system change for reflection?	Code cannot assume it may deeply reflect into non-open packages; module boundaries can reject illegal access, so frameworks need exported or opened packages or supported public APIs.	CONCEPT		NORMALIZED_SPACING	Reflection is constrained by module boundaries.	Modern Java	90
How do records behave with Java serialization compared with ordinary serializable classes?	Serializable records are reconstructed through their canonical constructor semantics rather than normal field-by-field deserialization hooks, which better preserves record invariants but still requires deliberate compatibility design.	CONCEPT		NORMALIZED_SPACING	Record reconstruction follows the record's declared state model.	Modern Java	90
When should Instant be preferred over LocalDateTime in backend data?	Use Instant for an unambiguous point on the UTC timeline such as event time; LocalDateTime has no zone or offset and is better for wall-clock concepts whose zone is supplied separately.	CONCEPT		NORMALIZED_SPACING	A timestamp without zone information can be ambiguous.	Date and Time	75
Why can BigDecimal.equals and compareTo give different answers?	equals considers both numerical value and scale, so 1.0 and 1.00 are not equal, while compareTo treats them as numerically equal; choose the operation that matches the domain semantics.	CONCEPT		NORMALIZED_SPACING	Scale participates in equals but not numeric comparison.	Money Representation	90
