front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
How is a refund different from a chargeback?	A refund is a merchant or platform-initiated return of funds, while a chargeback is a dispute-driven reversal initiated through the card or payment network with its own evidence and lifecycle.	CONCEPT	A refund is a merchant or platform-initiated return of funds, while a chargeback is a dispute-driven reversal initiated through the card or payment network with its own evidence and lifecycle.	NORMALIZED_SPACING	Voluntary return and network dispute are different workflows.	Payments	90
Where should synchronous fraud checks sit in a payment design?	They must run before the irreversible authorization decision when needed, but with strict latency budgets, timeouts, degraded-mode policy, and clear fail-open or fail-closed rules because risk systems can become critical-path dependencies.	CONCEPT	They must run before the irreversible authorization decision when needed, but with strict latency budgets, timeouts, degraded-mode policy, and clear fail-open or fail-closed rules because risk systems can become critical-path dependencies.	NORMALIZED_SPACING	Risk is valuable but cannot have unbounded latency.	Fraud & Risk	90
Why is the transactional outbox especially useful in payment services?	It lets the payment or ledger state change commit atomically with an event-to-publish, preventing a crash from committing money state without the downstream event or publishing an event for a rolled-back change.	CONCEPT	It lets the payment or ledger state change commit atomically with an event-to-publish, preventing a crash from committing money state without the downstream event or publishing an event for a rolled-back change.	NORMALIZED_SPACING	Close the local database and broker dual-write gap.	Payments Architecture	90
Why is end-to-end exactly-once payment processing unrealistic as a single infrastructure guarantee?	A payment crosses databases, brokers, processors, networks, and retries; correctness comes from idempotent state transitions, durable operation identity, deduplication, and reconciliation across boundaries.	CONCEPT	A payment crosses databases, brokers, processors, networks, and retries; correctness comes from idempotent state transitions, durable operation identity, deduplication, and reconciliation across boundaries.	NORMALIZED_SPACING	Business exactly-once is composed from multiple safeguards.	Payments Architecture	90
What audit data should a financial transaction retain?	Keep immutable operation identifiers, timestamps, actors, state transitions, ledger references, external correlation IDs, and enough request and result metadata to explain who changed money and why.	CONCEPT	Keep immutable operation identifiers, timestamps, actors, state transitions, ledger references, external correlation IDs, and enough request and result metadata to explain who changed money and why.	NORMALIZED_SPACING	An auditor must reconstruct the transaction history.	Fintech Audit	90
How can concurrent balance updates be made safe?	Protect the balance invariant with a database transaction plus atomic conditional update, row locking, optimistic versioning, or ledger-derived balance design; do not rely on an application-level read-then-write race.	CONCEPT	Protect the balance invariant with a database transaction plus atomic conditional update, row locking, optimistic versioning, or ledger-derived balance design; do not rely on an application-level read-then-write race.	NORMALIZED_SPACING	The correctness boundary must serialize conflicting money changes.	Fintech Concurrency	90
How should exchange-rate calculations be represented?	Store the currencies, applied rate, precision, rounding policy, source, and effective time explicitly, use decimal arithmetic, and preserve the rate used for the transaction rather than recomputing history from today's rate.	CONCEPT	Store the currencies, applied rate, precision, rounding policy, source, and effective time explicitly, use decimal arithmetic, and preserve the rate used for the transaction rather than recomputing history from today's rate.	NORMALIZED_SPACING	Rates are versioned transaction facts.	FX	90
What should a card-authorization service do when an upstream network times out after the request was sent?	Treat the outcome as unknown rather than automatically declined or retried blindly; use the network's operation identity and follow-up or reversal protocol to resolve late success safely.	CONCEPT	Treat the outcome as unknown rather than automatically declined or retried blindly; use the network's operation identity and follow-up or reversal protocol to resolve late success safely.	NORMALIZED_SPACING	A timeout creates ambiguity, not certainty.	Card Authorization	90
What security checks belong on incoming payment webhooks?	Verify the provider signature over the correct raw payload, enforce timestamp and replay protections where supported, validate event identity and schema, and still process idempotently.	CONCEPT	Verify the provider signature over the correct raw payload, enforce timestamp and replay protections where supported, validate event identity and schema, and still process idempotently.	NORMALIZED_SPACING	Authenticity and replay safety are separate from deduplication.	Payments Security	90
Why is a separate transaction-history read model useful?	Customer history needs fast filtering, search, enrichment, and pagination that may not match the normalized ledger write model; a derived read model can serve that experience while the ledger remains the accounting source of truth.	CONCEPT	Customer history needs fast filtering, search, enrichment, and pagination that may not match the normalized ledger write model; a derived read model can serve that experience while the ledger remains the accounting source of truth.	NORMALIZED_SPACING	Optimize reads without turning the projection into the ledger.	Fintech Architecture	90
