front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why introduce an asynchronous queue between services?	A queue can absorb bursts, decouple producer latency from consumer work, enable retries, and provide backpressure, but it introduces delivery semantics, ordering, lag, and operational complexity.	CONCEPT	A queue can absorb bursts, decouple producer latency from consumer work, enable retries, and provide backpressure, but it introduces delivery semantics, ordering, lag, and operational complexity.	NORMALIZED_SPACING	Decoupling buys resilience at the cost of asynchronous behavior.	System Design	90
Why should retryable APIs be idempotent?	Clients and intermediaries cannot always know whether a timed-out request committed, so retrying must not create duplicate business effects; use stable operation identity and durable deduplication where needed.	CONCEPT	Clients and intermediaries cannot always know whether a timed-out request committed, so retrying must not create duplicate business effects; use stable operation identity and durable deduplication where needed.	NORMALIZED_SPACING	A timeout is ambiguous, not proof of failure.	System Design	90
What problem does a circuit breaker solve?	It temporarily stops sending normal traffic to a dependency that is repeatedly failing, reducing wasted work and allowing recovery instead of amplifying a cascading failure.	CONCEPT	It temporarily stops sending normal traffic to a dependency that is repeatedly failing, reducing wasted work and allowing recovery instead of amplifying a cascading failure.	NORMALIZED_SPACING	Fail fast after evidence that a dependency is unhealthy.	Resilience	75
What is the purpose of a bulkhead?	A bulkhead partitions scarce resources such as thread pools, connections, or concurrency slots so one dependency or workload cannot exhaust capacity needed by unrelated traffic.	CONCEPT	A bulkhead partitions scarce resources such as thread pools, connections, or concurrency slots so one dependency or workload cannot exhaust capacity needed by unrelated traffic.	NORMALIZED_SPACING	Failure isolation through resource boundaries.	Resilience	75
Why does multi-region active-active architecture increase complexity?	Writes can occur in multiple locations, so conflict resolution, global consistency, routing, replication lag, data residency, and split-brain behavior all become explicit design problems.	CONCEPT	Writes can occur in multiple locations, so conflict resolution, global consistency, routing, replication lag, data residency, and split-brain behavior all become explicit design problems.	NORMALIZED_SPACING	Geographic redundancy changes consistency and coordination.	System Design	90
How should a system-design answer choose between strong and eventual consistency?	Tie the choice to business invariants: use stronger coordination where stale or conflicting state can violate correctness, and allow eventual consistency where temporary divergence is acceptable for availability or scale.	CONCEPT	Tie the choice to business invariants: use stronger coordination where stale or conflicting state can violate correctness, and allow eventual consistency where temporary divergence is acceptable for availability or scale.	NORMALIZED_SPACING	Consistency is a product requirement, not a universal maximum.	System Design	90
Why should the data model be discussed early in system design?	Access patterns, transaction boundaries, cardinality, uniqueness, and retention shape storage and partitioning choices; a vague database box hides many of the system's hardest correctness decisions.	CONCEPT	Access patterns, transaction boundaries, cardinality, uniqueness, and retention shape storage and partitioning choices; a vague database box hides many of the system's hardest correctness decisions.	NORMALIZED_SPACING	Model the reads, writes, and invariants, not just components.	System Design	90
What observability should a design include before production?	Define service-level metrics, structured logs, distributed traces where valuable, correlation identifiers, dashboards, alerts tied to user impact, and enough diagnostic context to distinguish dependency and capacity failures.	CONCEPT	Define service-level metrics, structured logs, distributed traces where valuable, correlation identifiers, dashboards, alerts tied to user impact, and enough diagnostic context to distinguish dependency and capacity failures.	NORMALIZED_SPACING	Operability is part of the architecture.	System Design	90
What is graceful degradation?	When a noncritical dependency fails or capacity is constrained, the system intentionally serves a reduced but useful experience rather than failing the entire request path.	CONCEPT	When a noncritical dependency fails or capacity is constrained, the system intentionally serves a reduced but useful experience rather than failing the entire request path.	NORMALIZED_SPACING	Preserve core value while shedding optional behavior.	Resilience	75
Why are tail latencies important in distributed systems?	A request that fans out to many dependencies is often gated by its slowest calls, so p95 and p99 behavior can dominate user latency even when average latency looks healthy.	CONCEPT	A request that fans out to many dependencies is often gated by its slowest calls, so p95 and p99 behavior can dominate user latency even when average latency looks healthy.	NORMALIZED_SPACING	Fan-out magnifies slow outliers.	System Design	90
