front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
Why is `notifyAll()` often safer than `notify()` with intrinsic condition queues?	One wait set may contain threads waiting for different predicates; waking all lets each recheck, whereas waking the wrong single thread can leave progress stalled.	CONCEPT	One wait set may contain threads waiting for different predicates; waking all lets each recheck, whereas waking the wrong single thread can leave progress stalled.	NORMALIZED_SPACING	Intrinsic monitors provide only one wait set per object.	JCIP Ch14 - Custom Synchronizers	75
When can explicit `Condition` objects improve on intrinsic wait/notify?	When one lock guards multiple independent predicates, separate conditions provide distinct wait sets, timed or interruptible waits, and more targeted signaling.	CONCEPT	When one lock guards multiple independent predicates, separate conditions provide distinct wait sets, timed or interruptible waits, and more targeted signaling.	NORMALIZED_SPACING	Separate not-full from not-empty.	JCIP Ch14 - Custom Synchronizers	75
Why should application code prefer existing synchronizers over building one with wait/notify?	Library classes have carefully specified memory, interruption, timeout, and queueing semantics and avoid subtle missed-signal and state-consistency bugs.	CONCEPT	Library classes have carefully specified memory, interruption, timeout, and queueing semantics and avoid subtle missed-signal and state-consistency bugs.	NORMALIZED_SPACING	Use BlockingQueue, Semaphore, Latch, Phaser, or Future when they fit.	JCIP Ch14 - Custom Synchronizers	75
What state does `AbstractQueuedSynchronizer` provide to subclasses?	A single integer synchronization state with atomic get, set, and compare-and-set operations, plus queueing and blocking machinery.	RECALL	["an integer synchronization state plus wait queue machinery","single int state managed with getState setState compareAndSetState","AQS state and queueing"]	CASE_INSENSITIVE	Subclasses define the meaning of the integer.	JCIP Ch14 - Custom Synchronizers	30
How do exclusive and shared acquisition differ in AQS-based synchronizers?	Exclusive acquisition allows one owner or operation at a time, while shared acquisition can allow multiple successful acquirers according to the synchronizer's state, as with permits or a released latch.	CONCEPT	Exclusive acquisition allows one owner or operation at a time, while shared acquisition can allow multiple successful acquirers according to the synchronizer's state, as with permits or a released latch.	NORMALIZED_SPACING	ReentrantLock versus Semaphore or CountDownLatch.	JCIP Ch14 - Custom Synchronizers	75
What is the role of `tryAcquire` and `tryRelease` in an AQS subclass?	They implement the synchronizer-specific state transition and report whether acquisition or release succeeded; AQS handles queueing, blocking, and wakeup.	CONCEPT	They implement the synchronizer-specific state transition and report whether acquisition or release succeeded; AQS handles queueing, blocking, and wakeup.	NORMALIZED_SPACING	Policy in the subclass, mechanics in AQS.	JCIP Ch14 - Custom Synchronizers	75
A bounded buffer calls `signal()` before inserting the item. What bug can result?	A consumer may wake, reacquire the lock, and find the predicate still false; state must be changed before signaling that it may now satisfy another thread.	CONCEPT	A consumer may wake, reacquire the lock, and find the predicate still false; state must be changed before signaling that it may now satisfy another thread.	NORMALIZED_SPACING	Publish the condition-changing state first.	JCIP Ch14 - Custom Synchronizers	75
Why are timed waits valuable in custom synchronizers?	They bound resource occupancy and give callers a recovery path when the condition may never become true because of failure or overload.	CONCEPT	They bound resource occupancy and give callers a recovery path when the condition may never become true because of failure or overload.	NORMALIZED_SPACING	Every blocking protocol benefits from an escape route.	JCIP Ch14 - Custom Synchronizers	75
What does compare-and-set (CAS) mean?	Atomically update a variable to a new value only if it still equals an expected value, reporting success or failure.	RECALL	["atomically set a value if it equals the expected value","compare current value with expected and update atomically","compare-and-set"]	CASE_INSENSITIVE	Optimistic update with interference detection.	JCIP Ch15 - Atomics and Nonblocking	30
Describe the standard CAS retry loop.	Read the current value, compute a proposed next value, attempt compare-and-set, and repeat from the new current value if another thread changed it first.	CONCEPT	Read the current value, compute a proposed next value, attempt compare-and-set, and repeat from the new current value if another thread changed it first.	NORMALIZED_SPACING	Speculate, validate, retry.	JCIP Ch15 - Atomics and Nonblocking	75
What is printed? `AtomicInteger x = new AtomicInteger(10); boolean ok = x.compareAndSet(10, 15); System.out.print(ok + ":" + x.get());`	true:15	CODE_OUTPUT	true:15	EXACT	The expected value matches.	JCIP Ch15 - Atomics and Nonblocking	40
Why can an atomic variable replace a lock for a simple counter but not automatically for a two-field invariant?	An atomic variable protects one independently updated value; invariants spanning multiple variables require a single atomic state representation or a lock.	CONCEPT	An atomic variable protects one independently updated value; invariants spanning multiple variables require a single atomic state representation or a lock.	NORMALIZED_SPACING	Atomic classes do not compose into multi-variable transactions.	JCIP Ch15 - Atomics and Nonblocking	75
What liveness advantage do nonblocking algorithms have over lock-based algorithms?	A delayed or failed thread cannot hold a lock and prevent every other thread from progressing; correctly designed lock-free algorithms guarantee system-wide progress.	CONCEPT	A delayed or failed thread cannot hold a lock and prevent every other thread from progressing; correctly designed lock-free algorithms guarantee system-wide progress.	NORMALIZED_SPACING	Individual failure does not own a gate.	JCIP Ch15 - Atomics and Nonblocking	75
Why can CAS loops perform poorly under extreme contention?	Many threads repeatedly perform speculative work and fail CAS, consuming CPU and generating cache-coherence traffic instead of blocking.	CONCEPT	Many threads repeatedly perform speculative work and fail CAS, consuming CPU and generating cache-coherence traffic instead of blocking.	NORMALIZED_SPACING	Optimistic retry can become a retry storm.	JCIP Ch15 - Atomics and Nonblocking	75
Differentiate nonblocking and lock-free.	Nonblocking means one thread's suspension cannot suspend others; lock-free additionally guarantees that some thread makes progress in a finite number of steps.	RECALL	["nonblocking avoids dependence on another thread; lock-free guarantees system-wide progress","lock-free guarantees some thread progresses"]	CASE_INSENSITIVE	Lock-free is the stronger progress property.	JCIP Ch15 - Atomics and Nonblocking	75
Why is eliminating shared state often better than replacing a lock with atomics?	Thread-local or partitioned state removes contention entirely, while atomics merely coordinate contention more efficiently.	CONCEPT	Thread-local or partitioned state removes contention entirely, while atomics merely coordinate contention more efficiently.	NORMALIZED_SPACING	Avoid the coordination problem rather than optimize it.	JCIP Ch15 - Atomics and Nonblocking	75
What is the ABA problem in CAS-based algorithms?	A value changes from A to B and back to A, so CAS sees the expected value and misses that the state changed in between; version stamps can detect it.	CONCEPT	A value changes from A to B and back to A, so CAS sees the expected value and misses that the state changed in between; version stamps can detect it.	NORMALIZED_SPACING	Equality of the current value may not prove unchanged history.	JCIP Ch15 - Atomics and Nonblocking	75
Why should most application developers use library nonblocking collections rather than implement their own?	Correct lock-free algorithms require subtle atomic state design, memory-order reasoning, progress guarantees, and handling issues such as ABA; mature library implementations are heavily tested.	CONCEPT	Correct lock-free algorithms require subtle atomic state design, memory-order reasoning, progress guarantees, and handling issues such as ABA; mature library implementations are heavily tested.	NORMALIZED_SPACING	The algorithm may be short but the proof is not.	JCIP Ch15 - Atomics and Nonblocking	75
What does a happens-before relationship guarantee?	Effects before the relationship are visible to and ordered before actions after it.	RECALL	["visibility and ordering from earlier actions to later actions","earlier writes are visible to later actions","happens-before guarantees visibility and ordering"]	CASE_INSENSITIVE	It is the key visibility contract between threads.	JCIP Ch16 - Java Memory Model	30
Why can two unsynchronized threads observe results that no simple source-code interleaving seems to explain?	The compiler, JIT, CPU, and caches may reorder or delay memory operations when no happens-before constraint forbids it.	CONCEPT	The compiler, JIT, CPU, and caches may reorder or delay memory operations when no happens-before constraint forbids it.	NORMALIZED_SPACING	Program order within source code is not a global order.	JCIP Ch16 - Java Memory Model	75
State the monitor-lock happens-before rule.	An unlock of a monitor happens-before every subsequent lock of that same monitor.	RECALL	["unlock happens-before a subsequent lock on the same monitor","monitor release happens-before later acquisition of the same monitor"]	CASE_INSENSITIVE	The lock identity must be the same.	JCIP Ch16 - Java Memory Model	30
State the volatile happens-before rule.	A write to a volatile field happens-before every subsequent read of that same field.	RECALL	["volatile write happens-before subsequent read of the same field","a write to volatile precedes later reads of that volatile"]	CASE_INSENSITIVE	The relationship also publishes earlier writes.	JCIP Ch16 - Java Memory Model	30
What does `Thread.start()` publish?	All actions in the starting thread before `start()` happen-before every action in the started thread.	RECALL	All actions in the starting thread before `start()` happen-before every action in the started thread.	CASE_INSENSITIVE	Initialize task state before starting the thread.	JCIP Ch16 - Java Memory Model	30
What visibility guarantee does successful `Thread.join()` provide?	All actions performed by the joined thread happen-before the joining thread returns successfully from `join()`.	RECALL	All actions performed by the joined thread happen-before the joining thread returns successfully from `join()`.	CASE_INSENSITIVE	Termination is a handoff point.	JCIP Ch16 - Java Memory Model	30
Why does synchronizing writers but not readers fail to guarantee visibility?	A happens-before edge requires readers to participate in the same synchronization protocol; an unlocked read may still observe stale state.	CONCEPT	A happens-before edge requires readers to participate in the same synchronization protocol; an unlocked read may still observe stale state.	NORMALIZED_SPACING	One-sided locking is not a communication channel.	JCIP Ch16 - Java Memory Model	75
What is a data race?	Two threads access the same variable, at least one access is a write, and the conflicting accesses are not ordered by happens-before.	CONCEPT	Two threads access the same variable, at least one access is a write, and the conflicting accesses are not ordered by happens-before.	NORMALIZED_SPACING	Not every race in timing is a formal data race.	JCIP Ch16 - Java Memory Model	75
What does sequential consistency mean for a correctly synchronized program?	Its execution can be understood as one global interleaving that preserves each thread's program order.	CONCEPT	Its execution can be understood as one global interleaving that preserves each thread's program order.	NORMALIZED_SPACING	Correct synchronization restores an intuitive model.	JCIP Ch16 - Java Memory Model	75
Why was classic double-checked locking broken without `volatile`?	A reference could become visible before construction writes were visible, allowing another thread to observe a partially initialized object; volatile adds the required ordering.	CONCEPT	A reference could become visible before construction writes were visible, allowing another thread to observe a partially initialized object; volatile adds the required ordering.	NORMALIZED_SPACING	The null check alone does not safely publish construction.	JCIP Ch16 - Java Memory Model	75
Why is the initialization-on-demand holder idiom safe?	JVM class initialization is synchronized, happens once, and safely publishes static fields initialized by the holder class.	CONCEPT	JVM class initialization is synchronized, happens once, and safely publishes static fields initialized by the holder class.	NORMALIZED_SPACING	Class initialization supplies the memory barrier.	JCIP Ch16 - Java Memory Model	75
What guarantee do final fields receive after proper construction?	Threads obtaining the object are guaranteed to see constructor-written final-field values and the state reachable from them as of construction, provided `this` did not escape.	CONCEPT	Threads obtaining the object are guaranteed to see constructor-written final-field values and the state reachable from them as of construction, provided `this` did not escape.	NORMALIZED_SPACING	Initialization safety depends on proper construction.	JCIP Ch16 - Java Memory Model	75
