front	back	card_type	accepted_answers	validation_mode	hint	skill_category	time_limit_seconds
What three questions belong in a task's cancellation policy?	How cancellation is requested, when the task checks for it, and what cleanup or state transition occurs after detection.	RECALL	How cancellation is requested, when the task checks for it, and what cleanup or state transition occurs after detection.	CASE_INSENSITIVE	How, when, and what.	JCIP Ch07 - Cancellation and Shutdown	30
Why can a volatile cancellation flag fail for a producer blocked in `BlockingQueue.put()`?	The thread cannot recheck the flag while blocked. Interruption is needed because the blocking queue operation is interruptible.	CONCEPT	The thread cannot recheck the flag while blocked. Interruption is needed because the blocking queue operation is interruptible.	NORMALIZED_SPACING	A custom flag cannot wake an interruptible blocking method.	JCIP Ch07 - Cancellation and Shutdown	75
Does `Thread.interrupt()` forcibly stop a running thread?	No. It requests cooperative interruption by setting status or causing an interruptible blocking method to throw `InterruptedException`.	RECALL	["No","no, interruption is cooperative","it requests cancellation but does not forcibly stop the thread"]	CASE_INSENSITIVE	The target decides how and when to respond.	JCIP Ch07 - Cancellation and Shutdown	30
A library method catches `InterruptedException` but cannot rethrow it. What should it normally do?	Restore the interrupted status with `Thread.currentThread().interrupt()` before returning, unless it deliberately implements the thread's interruption policy.	CONCEPT	Restore the interrupted status with `Thread.currentThread().interrupt()` before returning, unless it deliberately implements the thread's interruption policy.	NORMALIZED_SPACING	Do not make the request disappear.	JCIP Ch07 - Cancellation and Shutdown	75
What is the difference between `isInterrupted()` and static `Thread.interrupted()`?	`isInterrupted()` reads a thread's status without clearing it; `Thread.interrupted()` reads and clears the current thread's status.	RECALL	`isInterrupted()` reads a thread's status without clearing it; `Thread.interrupted()` reads and clears the current thread's status.	CASE_INSENSITIVE	Only one of them clears the flag.	JCIP Ch07 - Cancellation and Shutdown	60
Why should task code avoid assuming it owns the worker thread's interruption policy?	Pool threads are borrowed from the executor; swallowing or redefining interruption can prevent the executor or caller from cancelling tasks and managing worker lifecycle correctly.	CONCEPT	Pool threads are borrowed from the executor; swallowing or redefining interruption can prevent the executor or caller from cancelling tasks and managing worker lifecycle correctly.	NORMALIZED_SPACING	The task is a guest in the thread.	JCIP Ch07 - Cancellation and Shutdown	75
What does `Future.cancel(true)` actually guarantee?	It records cancellation and, if the task is running, requests interruption. It cannot guarantee that code ignores interruption will stop.	CONCEPT	It records cancellation and, if the task is running, requests interruption. It cannot guarantee that code ignores interruption will stop.	NORMALIZED_SPACING	Cancellation state is stronger than termination.	JCIP Ch07 - Cancellation and Shutdown	75
When is a poison-pill shutdown protocol appropriate, and what is its main limitation?	It works for known producer-consumer topologies where every consumer will eventually receive a sentinel; it is awkward with unknown producer counts, multiple queues, or unreliable producers.	CONCEPT	It works for known producer-consumer topologies where every consumer will eventually receive a sentinel; it is awkward with unknown producer counts, multiple queues, or unreliable producers.	NORMALIZED_SPACING	The sentinel must be delivered exactly where shutdown is observed.	JCIP Ch07 - Cancellation and Shutdown	75
What problem does an `UncaughtExceptionHandler` solve?	It observes exceptions that terminate a thread without being caught, enabling logging or service-level recovery.	RECALL	["handles uncaught exceptions that terminate threads","logs or reacts to uncaught thread exceptions","UncaughtExceptionHandler"]	CASE_INSENSITIVE	It is the last stop before a thread dies.	JCIP Ch07 - Cancellation and Shutdown	30
Why should an application explicitly shut down executors?	Executor worker threads are usually non-daemon; leaving them running can leak resources and prevent the JVM from exiting cleanly.	CONCEPT	Executor worker threads are usually non-daemon; leaving them running can leak resources and prevent the JVM from exiting cleanly.	NORMALIZED_SPACING	Thread lifetime is resource lifetime.	JCIP Ch07 - Cancellation and Shutdown	75
A shutdown hook calls a complex service method that may acquire locks also held by application threads. What risk does this create?	The JVM shutdown sequence can deadlock or stall. Hooks should be short, independent, and avoid relying on services already shutting down.	CONCEPT	The JVM shutdown sequence can deadlock or stall. Hooks should be short, independent, and avoid relying on services already shutting down.	NORMALIZED_SPACING	Shutdown ordering is only partially controlled.	JCIP Ch07 - Cancellation and Shutdown	75
What is printed? `Thread t = Thread.currentThread(); t.interrupt(); boolean a = t.isInterrupted(); boolean b = Thread.interrupted(); boolean c = t.isInterrupted(); System.out.print(a + ":" + b + ":" + c);`	true:true:false	CODE_OUTPUT	true:true:false	EXACT	The middle call clears the current thread's interrupted status.	JCIP Ch07 - Cancellation and Shutdown	50
How can a task deadlock inside a single-thread executor?	It submits a dependent subtask to the same executor and blocks waiting for that subtask; the only worker is occupied by the waiting parent.	CONCEPT	It submits a dependent subtask to the same executor and blocks waiting for that subtask; the only worker is occupied by the waiting parent.	NORMALIZED_SPACING	The queued child cannot run until the parent releases the only worker.	JCIP Ch08 - Applying Thread Pools	75
Why are dependent tasks coupled to an executor's configuration?	Dependencies impose minimum parallelism, queueing, and ordering constraints; a policy safe for independent tasks may starve tasks that wait for each other.	CONCEPT	Dependencies impose minimum parallelism, queueing, and ordering constraints; a policy safe for independent tasks may starve tasks that wait for each other.	NORMALIZED_SPACING	Execution policy becomes part of correctness, not only performance.	JCIP Ch08 - Applying Thread Pools	75
What should you do when one pool receives both short interactive work and long blocking work?	Use separate executors or strong timeouts so long tasks cannot occupy every worker and destroy latency for short tasks.	CONCEPT	Use separate executors or strong timeouts so long tasks cannot occupy every worker and destroy latency for short tasks.	NORMALIZED_SPACING	Different workload classes deserve different policies.	JCIP Ch08 - Applying Thread Pools	75
What is a reasonable starting pool size for CPU-bound work on `N` processors?	Approximately `N` or `N + 1` threads, followed by measurement.	RECALL	["N or N+1","number of processors or one more","Ncpu or Ncpu plus 1"]	CASE_INSENSITIVE	More runnable CPU-bound threads mostly add scheduling overhead.	JCIP Ch08 - Applying Thread Pools	30
Why can an I/O-heavy pool often be larger than the processor count?	Workers spend part of their time blocked, so additional threads can keep processors busy while others wait, subject to memory and downstream-resource limits.	CONCEPT	Workers spend part of their time blocked, so additional threads can keep processors busy while others wait, subject to memory and downstream-resource limits.	NORMALIZED_SPACING	Account for wait time versus compute time.	JCIP Ch08 - Applying Thread Pools	75
Why must thread-pool size be coordinated with a JDBC connection pool?	If every task needs a connection, the connection pool is the effective concurrency limit; extra worker threads mostly block and consume resources.	CONCEPT	If every task needs a connection, the connection pool is the effective concurrency limit; extra worker threads mostly block and consume resources.	NORMALIZED_SPACING	The scarcest downstream resource caps useful parallelism.	JCIP Ch08 - Applying Thread Pools	75
What does `CallerRunsPolicy` do when a thread pool is saturated?	It executes the rejected task in the submitting thread, slowing the producer and providing simple feedback control.	RECALL	["runs the task in the caller thread","the submitting thread executes the task","CallerRunsPolicy"]	CASE_INSENSITIVE	The producer pays the execution cost.	JCIP Ch08 - Applying Thread Pools	30
Compare an unbounded queue, a bounded queue, and a `SynchronousQueue` in `ThreadPoolExecutor`.	An unbounded queue can hide overload until memory grows; a bounded queue limits queued work and needs a rejection policy; a SynchronousQueue performs direct handoff and stores no tasks.	CONCEPT	An unbounded queue can hide overload until memory grows; a bounded queue limits queued work and needs a rejection policy; a SynchronousQueue performs direct handoff and stores no tasks.	NORMALIZED_SPACING	Queue choice changes overload behavior and thread creation.	JCIP Ch08 - Applying Thread Pools	75
Why is silently discarding rejected tasks dangerous in a payment or notification service?	The caller may believe work was accepted even though it vanished, violating delivery and audit expectations. Rejection should be observable and handled explicitly.	CONCEPT	The caller may believe work was accepted even though it vanished, violating delivery and audit expectations. Rejection should be observable and handled explicitly.	NORMALIZED_SPACING	Backpressure must not become invisible data loss.	JCIP Ch08 - Applying Thread Pools	75
What operational value does a custom `ThreadFactory` provide?	It can give threads meaningful names, attach uncaught-exception handlers, and standardize diagnostics, making thread dumps and logs attributable to a pool.	CONCEPT	It can give threads meaningful names, attach uncaught-exception handlers, and standardize diagnostics, making thread dumps and logs attributable to a pool.	NORMALIZED_SPACING	Observability begins when the thread is created.	JCIP Ch08 - Applying Thread Pools	75
What should `beforeExecute`, `afterExecute`, or an executor wrapper be used for?	Cross-cutting execution instrumentation such as timing, logging, statistics, context cleanup, and detecting task failures without modifying every task.	CONCEPT	Cross-cutting execution instrumentation such as timing, logging, statistics, context cleanup, and detecting task failures without modifying every task.	NORMALIZED_SPACING	Keep task logic separate from execution telemetry.	JCIP Ch08 - Applying Thread Pools	75
A bounded executor acquires a semaphore permit before submission. What must happen if `execute()` rejects the task?	Release the permit immediately, otherwise capacity leaks and future submissions may block forever.	CONCEPT	Release the permit immediately, otherwise capacity leaks and future submissions may block forever.	NORMALIZED_SPACING	Every successful acquire must have a release on every path.	JCIP Ch08 - Applying Thread Pools	75
Why are thread priorities usually a poor tool for application correctness?	Priority scheduling is platform-dependent and can cause starvation; correctness should rely on explicit synchronization and execution policies.	RECALL	Priority scheduling is platform-dependent and can cause starvation; correctness should rely on explicit synchronization and execution policies.	CASE_INSENSITIVE	A hint to the scheduler is not a protocol.	JCIP Ch08 - Applying Thread Pools	60
Why do GUI frameworks confine component state to one event thread?	Single-thread confinement simplifies state management and avoids pervasive locking and deadlock among callbacks.	CONCEPT	Single-thread confinement simplifies state management and avoids pervasive locking and deadlock among callbacks.	NORMALIZED_SPACING	The model sacrifices parallel access for a simpler safety policy.	JCIP Ch09 - Single-Threaded Subsystems	75
What is wrong with running a blocking database call directly on the UI event thread?	The event thread cannot process repaint, input, or cancellation events until the call finishes, making the application appear frozen.	CONCEPT	The event thread cannot process repaint, input, or cancellation events until the call finishes, making the application appear frozen.	NORMALIZED_SPACING	Responsiveness is a liveness property for user interfaces.	JCIP Ch09 - Single-Threaded Subsystems	75
How should a background task update a single-threaded UI?	Perform slow work on a worker executor, then marshal only the state update back onto the UI event thread.	CONCEPT	Perform slow work on a worker executor, then marshal only the state update back onto the UI event thread.	NORMALIZED_SPACING	Respect confinement at the boundary.	JCIP Ch09 - Single-Threaded Subsystems	75
What broader backend pattern resembles a single-threaded GUI subsystem?	An actor, event loop, or single-thread executor that owns mutable state and receives messages, avoiding concurrent access to that state.	CONCEPT	An actor, event loop, or single-thread executor that owns mutable state and receives messages, avoiding concurrent access to that state.	NORMALIZED_SPACING	Thread confinement can be an architectural choice.	JCIP Ch09 - Single-Threaded Subsystems	75
